transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_symbol	blast_description	target_species
dd_Smed_v6_67236_0_1	213	PLDB	6.00E-17	e-value	NP_000991.1	RPL39 L39 RPL39P42 RPL39_23_1806	ribosomal protein L39	Homo sapiens
dd_Smed_v6_672_0_1	656	PLDB	2.00E-47	e-value	NP_004107.1	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_67320_0_1	242	PLDB	2.00E-33	e-value	NP_001171651.1	GPI AMF GNPI NLK PGI PHI SA-36 SA36	glucose-6-phosphate isomerase	Homo sapiens
dd_Smed_v6_67416_0_1	742	PLDB	4.00E-47	e-value	NP_001240795.1	YME1L1 FTSH MEG4 PAMP YME1L	YME1 like 1 ATPase	Homo sapiens
dd_Smed_v6_6760_0_1	1660	PLDB	3.00E-16	e-value	NP_001269574.1	PRKCQ PRKCT nPKC-theta	"protein kinase C, theta"	Homo sapiens
dd_Smed_v6_6770_0_1	1163	PLDB	7.00E-91	e-value	NP_054829.2	PPP1R8 ARD-1 ARD1 NIPP-1 NIPP1 PRO2047	protein phosphatase 1 regulatory subunit 8	Homo sapiens
dd_Smed_v6_67_0_1	1067	PLDB	5.00E-14	e-value	NP_002078.1	GRN CLN11 GEP GP88 PCDGF PEPI PGRN	granulin	Homo sapiens
dd_Smed_v6_6829_0_1	1175	PLDB	2.00E-44	e-value	NP_067038.1	RPRD1B C20orf77 CREPT NET60 dJ1057B20.2	regulation of nuclear pre-mRNA domain containing 1B	Homo sapiens
dd_Smed_v6_6843_0_1	973	PLDB	6.00E-23	e-value	NP_003702.2	PPAP2A LLP1a LPP1 PAP-2a PAP2	phosphatidic acid phosphatase type 2A	Homo sapiens
dd_Smed_v6_6867_0_1	1700	PLDB	0	e-value	NP_006581.2	USP39 65K HSPC332 SAD1 SNRNP65	ubiquitin specific peptidase 39	Homo sapiens
dd_Smed_v6_6877_0_1	1644	PLDB	0	e-value	NP_005891.1	SMAD1 BSP-1 BSP1 JV4-1 JV41 MADH1 MADR1	SMAD family member 1	Homo sapiens
dd_Smed_v6_6878_0_1	3939	PLDB	2.00E-103	e-value	XP_005265416.1	RAF1 CRAF NS5 Raf-1 c-Raf	"Raf-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_68829_0_1	458	PLDB	5.00E-27	e-value	NP_002056.2	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens
dd_Smed_v6_6889_0_1	2077	PLDB	1.00E-37	e-value	XP_005254973.1	MEF2A ADCAD1 RSRFC4 RSRFC9 mef2	myocyte enhancer factor 2A	Homo sapiens
dd_Smed_v6_6910_0_1	2358	PLDB	2.00E-42	e-value	NP_001442.2	FOXF1 ACDMPV FKHL5 FREAC1	forkhead box F1	Homo sapiens
dd_Smed_v6_6915_0_1	10418	PLDB	7.00E-61	e-value	XP_006710657.1	HSPG2 HSPG PLC PRCAN SJA SJS SJS1	heparan sulfate proteoglycan 2	Homo sapiens
dd_Smed_v6_6929_0_1	1680	PLDB	2.00E-17	e-value	NP_000205.1	JAG1 AGS AHD AWS CD339 HJ1 JAGL1	jagged 1	Homo sapiens
dd_Smed_v6_695_0_1	1528	PLDB	0	e-value	NP_001518.3	HDAC2 HD2 RPD3 YAF1	histone deacetylase 2	Homo sapiens
dd_Smed_v6_6978_0_1	1930	PLDB	1.00E-68	e-value	NP_973727.1	SF1 BBP D11S636 MBBP ZCCHC25 ZFM1 ZNF162	splicing factor 1	Homo sapiens
dd_Smed_v6_6988_1_1	870	PLDB	2.00E-37	e-value	NP_078804.2	NKAP	NFKB activating protein	Homo sapiens
dd_Smed_v6_698_0_1	1021	PLDB	4.00E-108	e-value	NP_426359.1	CDC42 CDC42Hs G25K	cell division cycle 42	Homo sapiens
dd_Smed_v6_7012_0_1	4746	PLDB	3.00E-71	e-value	XP_005246432.1	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_7034_0_1	4262	PLDB	3.00E-43	e-value	NP_056292.1	SIN3A	SIN3 transcription regulator family member A	Homo sapiens
dd_Smed_v6_703_0_1	1153	PLDB	2.00E-67	e-value	NP_112594.1	DOHH HLRC1 hDOHH	deoxyhypusine hydroxylase/monooxygenase	Homo sapiens
dd_Smed_v6_7044_0_1	2759	PLDB	6.00E-146	e-value	NP_689596.4	DIS3L2 FAM6A PRLMNS hDIS3L2	DIS3 like 3'-5' exoribonuclease 2	Homo sapiens
dd_Smed_v6_7052_0_1	947	PLDB	2.00E-48	e-value	NP_002859.1	RAB5B	"RAB5B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_7063_0_1	4352	PLDB	2.00E-53	e-value	NP_001077075.1	PTCH1 BCNS HPE7 NBCCS PTC PTC1 PTCH PTCH11	patched 1	Homo sapiens
dd_Smed_v6_7067_0_1	7594	PLDB	0	e-value	NP_077719.2	NOTCH2 AGS2 HJCYS hN2	notch 2	Homo sapiens
dd_Smed_v6_7090_0_1	1638	PLDB	6.00E-58	e-value	NP_002639.1	PIM1 PIM	"Pim-1 proto-oncogene, serine/threonine kinase"	Homo sapiens
dd_Smed_v6_7091_0_1	1591	PLDB	6.00E-32	e-value	NP_001955.1	EGR1 AT225 G0S30 KROX-24 NGFI-A TIS8 ZIF-268 ZNF225	early growth response 1	Homo sapiens
dd_Smed_v6_7096_0_1	1569	PLDB	2.00E-64	e-value	NP_002309.1	LOXL2 LOR2 WS9-14	lysyl oxidase like 2	Homo sapiens
dd_Smed_v6_7127_0_1	3403	PLDB	5.00E-54	e-value	NP_001026973.1	LLGL2 HGL LGL2	lethal giant larvae homolog 2 (Drosophila)	Homo sapiens
dd_Smed_v6_7164_0_1	1222	PLDB	3.00E-14	e-value	NP_001215.1	CASP2 CASP-2 ICH1 NEDD-2 NEDD2 PPP1R57	"caspase 2, apoptosis-related cysteine peptidase"	Homo sapiens
dd_Smed_v6_7205_0_1	690	PLDB	3.00E-29	e-value	NP_006374.1	CIB2 DFNB48 KIP2 USH1J	calcium and integrin binding family member 2	Homo sapiens
dd_Smed_v6_7240_0_1	3409	PLDB	8.00E-91	e-value	XP_005246116.1	AGAP1 AGAP-1 CENTG2 GGAP1 cnt-g2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	Homo sapiens
dd_Smed_v6_7240_0_2	3322	PLDB	8.00E-88	e-value	NP_055729.2	AGAP1 AGAP-1 CENTG2 GGAP1 cnt-g2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	Homo sapiens
dd_Smed_v6_7272_0_1	1353	PLDB	7.00E-47	e-value	NP_116246.2	LACTB G24 MRPL56	lactamase beta	Homo sapiens
dd_Smed_v6_7273_0_1	837	PLDB	7.00E-36	e-value	NP_116307.1	RERG	RAS like estrogen regulated growth inhibitor	Homo sapiens
dd_Smed_v6_7279_0_1	898	PLDB	3.00E-71	e-value	NP_112586.1	RAB33B SMC2	"RAB33B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_728_0_1	3329	PLDB	0	e-value	NP_006382.1	IPO7 Imp7 RANBP7	importin 7	Homo sapiens
dd_Smed_v6_7291_0_1	1537	PLDB	1.00E-21	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_7292_0_1	1152	PLDB	3.00E-109	e-value	NP_003123.2	SRM PAPT SPDSY SPS1 SRML1	spermidine synthase	Homo sapiens
dd_Smed_v6_7297_0_1	866	PLDB	5.00E-65	e-value	NP_004153.2	RAB5A RAB5	"RAB5A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_7298_0_1	1918	PLDB	3.00E-169	e-value	NP_078925.3	BBS1 BBS2L2	Bardet-Biedl syndrome 1	Homo sapiens
dd_Smed_v6_7300_0_1	2730	PLDB	1.00E-42	e-value	NP_002897.1	RDX DFNB24	radixin	Homo sapiens
dd_Smed_v6_731_0_1	1851	PLDB	0	e-value	NP_004037.1	ATP5A1 ATP5A ATP5AL2 ATPM HEL-S-123m MC5DN4 MOM2 OMR ORM hATP1	"ATP synthase, H  transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"	Homo sapiens
dd_Smed_v6_7326_0_1	1388	PLDB	3.00E-73	e-value	NP_110388.2	WNT4 SERKAL WNT-4	Wnt family member 4	Homo sapiens
dd_Smed_v6_7343_0_1	7007	PLDB	1.00E-159	e-value	NP_940980.3	LRRK2 AURA17 DARDARIN PARK8 RIPK7 ROCO2	leucine-rich repeat kinase 2	Homo sapiens
dd_Smed_v6_7344_0_1	4746	PLDB	0	e-value	NP_003119.2	SPTBN1 ELF HEL102 SPTB2 betaSpII	"spectrin beta, non-erythrocytic 1"	Homo sapiens
dd_Smed_v6_7357_0_1	1966	PLDB	5.00E-96	e-value	NP_001072113.1	CDC16 ANAPC6 APC6 CUT9	cell division cycle 16	Homo sapiens
dd_Smed_v6_7359_0_1	5225	PLDB	0	e-value	NP_002284.3	LAMC1 LAMB2	laminin subunit gamma 1	Homo sapiens
dd_Smed_v6_7374_0_1	3482	PLDB	5.00E-81	e-value	NP_001136174.1	DLG2 PPP1R58 PSD-93 PSD93 chapsyn-110	discs large homolog 2	Homo sapiens
dd_Smed_v6_73753_0_1	446	PLDB	3.00E-11	e-value	NP_001157751.1	SLC37A4 G6PT1 G6PT2 G6PT3 GSD1b GSD1c GSD1d TRG-19 TRG19	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	Homo sapiens
dd_Smed_v6_7408_0_1	2697	PLDB	2.00E-135	e-value	NP_002567.3	PAK1 PAKalpha	p21 (RAC1) activated kinase 1	Homo sapiens
dd_Smed_v6_7417_0_1	1680	PLDB	3.00E-117	e-value	NP_001245239.1	NOP2 NOL1 NOP120 NSUN1 p120	NOP2 nucleolar protein	Homo sapiens
dd_Smed_v6_7431_0_1	3025	PLDB	1.00E-54	e-value	NP_055828.2	KDM1A AOF2 BHC110 KDM1 LSD1	lysine (K)-specific demethylase 1A	Homo sapiens
dd_Smed_v6_743_0_1	727	PLDB	8.00E-09	e-value	NP_057703.1	PLAC8 C15 DGIC onzin	placenta-specific 8	Homo sapiens
dd_Smed_v6_7441_0_1	1409	PLDB	8.00E-44	e-value	NP_631917.1	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_7444_0_1	1557	PLDB	3.00E-25	e-value	NP_057356.1	TOB2 TOB4 TOBL TROB2	"transducer of ERBB2, 2"	Homo sapiens
dd_Smed_v6_7448_0_1	1531	PLDB	2.00E-12	e-value	NP_055689.1	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_745_0_1	2339	PLDB	0	e-value	NP_001677.2	ATP5B ATPMB ATPSB HEL-S-271	"ATP synthase, H  transporting, mitochondrial F1 complex, beta polypeptide"	Homo sapiens
dd_Smed_v6_74787_0_1	281	PLDB	5.00E-45	e-value	NP_001393.1	EEF1A1 CCS-3 CCS3 EE1A1 EEF-1 EEF1A EF-Tu EF1A GRAF-1EF HNGC:16303 LENG7 PTI1 eEF1A-1	eukaryotic translation elongation factor 1 alpha 1	Homo sapiens
dd_Smed_v6_7491_0_1	2511	PLDB	6.00E-41	e-value	XP_006716770.1	MTSS1 MIM MIMA MIMB	metastasis suppressor 1	Homo sapiens
dd_Smed_v6_7535_0_1	2100	PLDB	2.00E-33	e-value	XP_005272374.1	HSF1 HSTF1	heat shock transcription factor 1	Homo sapiens
dd_Smed_v6_7551_0_1	2934	PLDB	5.00E-34	e-value	NP_003813.1	NR5A2 B1F B1F2 CPF FTF FTZ-F1 FTZ-F1beta LRH-1 LRH1 hB1F-2	nuclear receptor subfamily 5 group A member 2	Homo sapiens
dd_Smed_v6_7556_0_1	3063	PLDB	1.00E-62	e-value	XP_006722284.1	CDC27 ANAPC3 APC3 CDC27Hs D0S1430E D17S978E H-NUC HNUC NUC2	cell division cycle 27	Homo sapiens
dd_Smed_v6_7579_0_1	813	PLDB	1.00E-09	e-value	NP_612468.1	NUS1 C6orf68 MGC:7199 NgBR TANGO14	NUS1 dehydrodolichyl diphosphate synthase subunit	Homo sapiens
dd_Smed_v6_7602_0_1	1673	PLDB	4.00E-165	e-value	NP_005737.1	NAMPT 1110035O14Rik PBEF PBEF1 VF VISFATIN	nicotinamide phosphoribosyltransferase	Homo sapiens
dd_Smed_v6_7604_0_1	2508	PLDB	1.00E-42	e-value	NP_001138430.1	CRACR2A EFCAB4B	calcium release activated channel regulator 2A	Homo sapiens
dd_Smed_v6_7606_0_1	2595	PLDB	2.00E-41	e-value	NP_078911.3	NAA35 EGAP MAK10 MAK10P bA379P1.1	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"	Homo sapiens
dd_Smed_v6_7612_0_1	1290	PLDB	2.00E-146	e-value	NP_005601.1	RBBP4 NURF55 RBAP48 lin-53	retinoblastoma binding protein 4	Homo sapiens
dd_Smed_v6_7617_0_1	4197	PLDB	0	e-value	XP_006715402.1	STXBP5 LGL3 LLGL3 Nbla04300	syntaxin binding protein 5 (tomosyn)	Homo sapiens
dd_Smed_v6_7617_0_2	4146	PLDB	0	e-value	NP_640337.3	STXBP5 LGL3 LLGL3 Nbla04300	syntaxin binding protein 5	Homo sapiens
dd_Smed_v6_7619_0_1	3510	PLDB	0	e-value	NP_000897.3	NPR1 ANPRA ANPa GUC2A GUCY2A NPRA	natriuretic peptide receptor 1	Homo sapiens
dd_Smed_v6_76288_0_1	287	PLDB	3.00E-24	e-value	NP_001157462.1	RAB37	"RAB37, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_7630_0_1	1541	PLDB	6.00E-96	e-value	NP_001128582.1	DNAJA3 HCA57 TID1 hTID-1	"DnaJ (Hsp40) homolog, subfamily A, member 3"	Homo sapiens
dd_Smed_v6_7644_0_1	3680	PLDB	0	e-value	NP_000897.3	NPR1 ANPRA ANPa GUC2A GUCY2A NPRA	natriuretic peptide receptor 1	Homo sapiens
dd_Smed_v6_764_0_1	1931	PLDB	8.00E-165	e-value	NP_036473.2	GTPBP4 CRFG NGB NOG1	GTP binding protein 4	Homo sapiens
dd_Smed_v6_7658_0_1	11309	PLDB	2.00E-87	e-value	XP_005251019.1	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7682_0_1	2860	PLDB	0	e-value	NP_004517.2	MCM2 BM28 CCNL1 CDCL1 D3S3194 MITOTIN cdc19	minichromosome maintenance complex component 2	Homo sapiens
dd_Smed_v6_7721_0_1	944	PLDB	2.00E-45	e-value	NP_057246.2	ING4 my036 p29ING4	inhibitor of growth family member 4	Homo sapiens
dd_Smed_v6_7723_0_1	3412	PLDB	0	e-value	NP_001119527.1	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_7724_0_1	2057	PLDB	2.00E-145	e-value	XP_006715998.1	HIPK2 PRO0593	homeodomain interacting protein kinase 2	Homo sapiens
dd_Smed_v6_7729_0_1	1445	PLDB	7.00E-77	e-value	NP_002551.2	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7739_0_1	785	PLDB	9.00E-35	e-value	NP_056461.1	RAP1B K-REV RAL1B	"RAP1B, member of RAS oncogene family"	Homo sapiens
dd_Smed_v6_7760_0_1	2565	PLDB	3.00E-80	e-value	NP_722560.1	PTK2 FADK FAK FAK1 FRNK PPP1R71 p125FAK pp125FAK	protein tyrosine kinase 2	Homo sapiens
dd_Smed_v6_7763_0_1	1023	PLDB	9.00E-83	e-value	NP_000185.1	HPRT1 HGPRT HPRT	hypoxanthine phosphoribosyltransferase 1	Homo sapiens
dd_Smed_v6_7763_0_2	969	PLDB	5.00E-83	e-value	NP_000185.1	HPRT1 HGPRT HPRT	hypoxanthine phosphoribosyltransferase 1	Homo sapiens
dd_Smed_v6_7781_0_1	859	PLDB	5.00E-71	e-value	NP_005800.3	PRDX2 HEL-S-2a NKEF-B NKEFB PRP PRX2 PRXII PTX1 TDPX1 TPX1 TSA	peroxiredoxin 2	Homo sapiens
dd_Smed_v6_77832_0_1	329	PLDB	4.00E-16	e-value	NP_002061.1	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_7793_0_1	1719	PLDB	0	e-value	NP_005403.2	SHMT2 GLYA HEL-S-51e SHMT	serine hydroxymethyltransferase 2	Homo sapiens
dd_Smed_v6_7798_0_1	2263	PLDB	1.00E-175	e-value	NP_201570.1	CDC14A cdc14 hCDC14	cell division cycle 14A	Homo sapiens
dd_Smed_v6_7811_0_1	6067	PLDB	3.00E-41	e-value	NP_001836.2	COL4A1 HANAC ICH POREN1 arresten	"collagen, type IV, alpha 1"	Homo sapiens
dd_Smed_v6_7823_2_1	3192	PLDB	1.00E-47	e-value	XP_005257325.1	ACACA ACAC ACACAD ACC ACC1 ACCA	acetyl-CoA carboxylase alpha	Homo sapiens
dd_Smed_v6_7837_0_1	1846	PLDB	6.00E-31	e-value	NP_004692.1	CCNB2 HsT17299	cyclin B2	Homo sapiens
dd_Smed_v6_7838_0_1	1332	PLDB	7.00E-108	e-value	NP_002551.2	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7858_0_1	2135	PLDB	0	e-value	NP_742112.1	CAMK2D CAMKD	calcium/calmodulin-dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_7865_0_1	1542	PLDB	1.00E-86	e-value	NP_002551.2	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7869_0_1	10100	PLDB	0	e-value	XP_006721989.1	NF1 NFNS VRNF WSS	neurofibromin 1	Homo sapiens
dd_Smed_v6_786_0_1	1479	PLDB	8.00E-89	e-value	NP_000261.2	PNP NP PRO1837 PUNP	purine nucleoside phosphorylase	Homo sapiens
dd_Smed_v6_7897_0_1	2760	PLDB	2.00E-53	e-value	NP_075593.1	FGFR1 BFGFR CD331 CEK FGFBR FGFR-1 FLG FLT-2 FLT2 HBGFR HH2 HRTFDS KAL2 N-SAM OGD bFGF-R-1	fibroblast growth factor receptor 1	Homo sapiens
dd_Smed_v6_7922_0_1	2448	PLDB	2.00E-119	e-value	NP_067083.1	ZFYVE1 DFCP1 PPP1R172 SR3 TAFF1 ZNFN2A1	zinc finger FYVE-type containing 1	Homo sapiens
dd_Smed_v6_7924_0_1	9913	PLDB	0	e-value	NP_005550.2	LAMA1 LAMA S-LAM-alpha	"laminin, alpha 1"	Homo sapiens
dd_Smed_v6_7925_0_1	682	PLDB	8.00E-56	e-value	NP_056461.1	RAP1B K-REV RAL1B	"RAP1B, member of RAS oncogene family"	Homo sapiens
dd_Smed_v6_79286_0_1	334	PLDB	6.00E-64	e-value	NP_001010.2	RPS15A S15a	ribosomal protein S15a	Homo sapiens
dd_Smed_v6_796_0_1	1208	PLDB	2.00E-88	e-value	NP_004574.2	RAB5C L1880 RAB5CL RAB5L RABL	"RAB5C, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_7977_0_1	1191	PLDB	8.00E-116	e-value	NP_612462.1	RAB3C	"RAB3C, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_7986_0_1	1654	PLDB	2.00E-129	e-value	NP_006312.1	ARIH2 ARI2 TRIAD1	ariadne RBR E3 ubiquitin protein ligase 2	Homo sapiens
dd_Smed_v6_7999_0_1	985	PLDB	7.00E-10	e-value	NP_005441.1	NOG SYM1 SYNS1	noggin	Homo sapiens
dd_Smed_v6_8010_0_1	2595	PLDB	0	e-value	NP_005391.1	PRKCE PKCE nPKC-epsilon	protein kinase C epsilon	Homo sapiens
dd_Smed_v6_8022_0_1	1766	PLDB	7.00E-74	e-value	NP_001165600.1	HCK JTK9 p59Hck p61Hck	"HCK proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_8025_0_1	3154	PLDB	0	e-value	NP_006209.2	PIK3CA CLOVE CWS5 MCAP MCM MCMTC PI3K p110-alpha	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"	Homo sapiens
dd_Smed_v6_8046_0_1	1748	PLDB	4.00E-32	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_804_0_1	2830	PLDB	1.00E-117	e-value	NP_003741.1	EIF3A EIF3 EIF3S10 P167 TIF32 eIF3-p170 eIF3-theta p180 p185	eukaryotic translation initiation factor 3 subunit A	Homo sapiens
dd_Smed_v6_80588_0_1	447	PLDB	6.00E-54	e-value	NP_001009.1	RPS15 RIG S15	ribosomal protein S15	Homo sapiens
dd_Smed_v6_805_0_1	1432	PLDB	2.00E-112	e-value	NP_005138.3	DNAJA3 HCA57 TID1 hTID-1	DnaJ heat shock protein family (Hsp40) member A3	Homo sapiens
dd_Smed_v6_8100_0_1	905	PLDB	3.00E-38	e-value	NP_001078518.1	MRAS M-RAs R-RAS3 RRAS3	muscle RAS oncogene homolog	Homo sapiens
dd_Smed_v6_8100_0_2	858	PLDB	4.00E-52	e-value	NP_001078518.1	MRAS M-RAs R-RAS3 RRAS3	muscle RAS oncogene homolog	Homo sapiens
dd_Smed_v6_8100_0_3	850	PLDB	6.00E-38	e-value	NP_001078518.1	MRAS M-RAs R-RAS3 RRAS3	muscle RAS oncogene homolog	Homo sapiens
dd_Smed_v6_8100_0_4	803	PLDB	4.00E-52	e-value	NP_001078518.1	MRAS M-RAs R-RAS3 RRAS3	muscle RAS oncogene homolog	Homo sapiens
dd_Smed_v6_8104_0_1	2757	PLDB	2.00E-35	e-value	NP_003097.1	SOX2 ANOP3 MCOPS3	SRY-box 2	Homo sapiens
dd_Smed_v6_8106_0_1	1138	PLDB	2.00E-80	e-value	NP_004569.2	RAB4A HRES-1 HRES-1/RAB4 HRES1 RAB4	"RAB4A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_81097_0_1	217	PLDB	8.00E-29	e-value	NP_000964.1	RPL8 L8	ribosomal protein L8	Homo sapiens
dd_Smed_v6_81208_0_1	582	PLDB	1.00E-07	e-value	NP_001246.2	CDC20 CDC20A bA276H19.3 p55CDC	cell division cycle 20	Homo sapiens
dd_Smed_v6_8124_0_1	1979	PLDB	1.00E-74	e-value	NP_001265509.1	ACVR2A ACTRII ACVR2	activin A receptor type 2A	Homo sapiens
dd_Smed_v6_81364_0_1	289	PLDB	6.00E-51	e-value	NP_001243506.1	RPL10 AUTSX5 DXS648 DXS648E L10 NOV QM	ribosomal protein L10	Homo sapiens
dd_Smed_v6_813_0_1	843	PLDB	1.00E-110	e-value	NP_001655.1	RHOA ARH12 ARHA RHO12 RHOH12	ras homolog family member A	Homo sapiens
dd_Smed_v6_8155_1_1	1169	PLDB	1.00E-07	e-value	NP_001158.2	XIAP API3 BIRC4 IAP-3 ILP1 MIHA XLP2 hIAP-3 hIAP3	X-linked inhibitor of apoptosis	Homo sapiens
dd_Smed_v6_817_0_1	1722	PLDB	8.00E-48	e-value	NP_005632.1	TAF6 MGC:8964 TAF(II)70 TAF(II)80 TAF2E TAFII-70 TAFII-80 TAFII70 TAFII80 TAFII85	TATA-box binding protein associated factor 6	Homo sapiens
dd_Smed_v6_8183_0_1	1349	PLDB	5.00E-160	e-value	NP_004926.1	CDK5 PSSALRE	cyclin-dependent kinase 5	Homo sapiens
dd_Smed_v6_818_0_1	1416	PLDB	2.00E-151	e-value	NP_003312.3	TUFM COXPD4 EF-TuMT EFTU P43	"Tu translation elongation factor, mitochondrial"	Homo sapiens
dd_Smed_v6_8190_0_1	1474	PLDB	9.00E-35	e-value	NP_002307.2	LMX1B LMX1.2 NPS1	LIM homeobox transcription factor 1 beta	Homo sapiens
dd_Smed_v6_8193_0_1	1482	PLDB	4.00E-76	e-value	NP_001138576.1	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_8198_0_1	2428	PLDB	0	e-value	NP_000391.1	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_8203_0_1	2913	PLDB	1.00E-42	e-value	NP_001103224.1	PTPRB HPTP-BETA HPTPB PTPB R-PTP-BETA VEPTP	"protein tyrosine phosphatase, receptor type, B"	Homo sapiens
dd_Smed_v6_8211_0_1	1498	PLDB	9.00E-101	e-value	NP_001013433.1	FBXW7 AGO CDC4 FBW6 FBW7 FBX30 FBXO30 FBXW6 SEL-10 SEL10 hAgo hCdc4	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_8219_0_1	837	PLDB	8.00E-24	e-value	NP_112169.2	RSG1 C1orf89	REM2 and RAB like small GTPase 1	Homo sapiens
dd_Smed_v6_8225_0_1	1981	PLDB	3.00E-26	e-value	NP_065901.1	RANBP10	RAN binding protein 10	Homo sapiens
dd_Smed_v6_8238_0_1	2724	PLDB	0	e-value	NP_003469.2	CUL5 VACM-1 VACM1	cullin 5	Homo sapiens
dd_Smed_v6_8252_0_1	1602	PLDB	5.00E-36	e-value	NP_005559.2	LHX1 LIM-1 LIM1	LIM homeobox 1	Homo sapiens
dd_Smed_v6_82535_0_1	293	PLDB	4.00E-45	e-value	NP_001243343.1	GNAI1 Gi	G protein subunit alpha i1	Homo sapiens
dd_Smed_v6_8293_0_1	1697	PLDB	1.00E-49	e-value	NP_001159750.1	DLG3 MRX MRX90 NEDLG PPP1R82 SAP102 XLMR	discs large homolog 3	Homo sapiens
dd_Smed_v6_8303_0_1	1445	PLDB	2.00E-72	e-value	NP_001005745.1	NUMB C14orf41 S171 c14_5527	numb homolog (Drosophila)	Homo sapiens
dd_Smed_v6_8310_0_1	1863	PLDB	3.00E-05	e-value	NP_068742.2	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens
dd_Smed_v6_8315_0_1	4330	PLDB	4.00E-128	e-value	NP_057336.3	BIRC6 APOLLON BRUCE	baculoviral IAP repeat containing 6	Homo sapiens
dd_Smed_v6_8326_0_1	1494	PLDB	6.00E-39	e-value	NP_116786.1	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_8340_0_1	1818	PLDB	2.00E-06	e-value	XP_006713935.1	FGFR3 ACH CD333 CEK2 HSFGFR3EX JTK4	fibroblast growth factor receptor 3	Homo sapiens
dd_Smed_v6_8370_0_1	1594	PLDB	1.00E-71	e-value	NP_660143.1	MAP2K5 HsT17454 MAPKK5 MEK5 PRKMK5	mitogen-activated protein kinase kinase 5	Homo sapiens
dd_Smed_v6_84197_0_1	558	PLDB	9.00E-13	e-value	XP_005260538.1	BCL2L1 BCL-XL/S BCL2L BCLX BCLXL BCLXS Bcl-X PPP1R52 bcl-xL bcl-xS	BCL2-like 1	Homo sapiens
dd_Smed_v6_8421_0_1	2204	PLDB	6.00E-64	e-value	NP_066964.1	XRCC5 KARP-1 KARP1 KU80 KUB2 Ku86 NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5	Homo sapiens
dd_Smed_v6_8433_0_1	1994	PLDB	2.00E-82	e-value	NP_001005366.1	KDM2B CXXC2 FBXL10 Fbl10 JHDM1B PCCX2	lysine (K)-specific demethylase 2B	Homo sapiens
