Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_6367_0_1	2855	PLDB	2.00E-73	PDE7A HCP1 PDE7	phosphodiesterase 7A	Homo sapiens
dd_Smed_v6_63856_0_1	322	PLDB	1.00E-09	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6393_0_1	4046	PLDB	0	ABCB1 ABC20 CD243 CLCS GP170 MDR1 P-GP PGY1	ATP binding cassette subfamily B member 1	Homo sapiens
dd_Smed_v6_6411_0_1	717	PLDB	8.00E-60	POLR2G RPB19 RPB7 hRPB19 hsRPB7	polymerase (RNA) II subunit G	Homo sapiens
dd_Smed_v6_6413_0_1	1493	PLDB	9.00E-173	ACADSB 2-MEBCAD ACAD7 SBCAD	"acyl-CoA dehydrogenase, short/branched chain"	Homo sapiens
dd_Smed_v6_6418_0_1	3237	PLDB	3.00E-16	UBC HMG20	ubiquitin C	Homo sapiens
dd_Smed_v6_6426_0_1	5046	PLDB	0	REV3L POLZ REV3	"REV3 like, DNA directed polymerase zeta catalytic subunit"	Homo sapiens
dd_Smed_v6_6447_0_1	2874	PLDB	7.00E-124	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_2	2324	PLDB	5.00E-151	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_6447_0_3	771	PLDB	3.00E-12	MLH1 COCA2 FCC2 HNPCC HNPCC2 hMLH1	mutL homolog 1	Homo sapiens
dd_Smed_v6_64532_0_1	486	PLDB	3.00E-09	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6460_0_1	1937	PLDB	8.00E-113	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit	Homo sapiens
dd_Smed_v6_64650_0_1	591	PLDB	1.00E-86	SKOR2 CORL2 FUSSEL18	SKI family transcriptional corepressor 2	Homo sapiens
dd_Smed_v6_6473_0_1	2585	PLDB	0	XAB2 HCNP HCRN NTC90 SYF1	XPA binding protein 2	Homo sapiens
dd_Smed_v6_647_1_1	1379	PLDB	1.00E-112	GYG1 GSD15 GYG	glycogenin 1	Homo sapiens
dd_Smed_v6_6483_0_1	2221	PLDB	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens
dd_Smed_v6_64895_0_1	328	PLDB	1.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6495_0_1	810	PLDB	3.00E-33	GGCT C7orf24 CRF21 GCTG GGC	gamma-glutamylcyclotransferase	Homo sapiens
dd_Smed_v6_6500_0_1	2835	PLDB	3.00E-50	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_2	2792	PLDB	3.00E-50	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_3	2779	PLDB	3.00E-58	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_4	2736	PLDB	3.00E-58	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_5	2292	PLDB	8.00E-51	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_6	2249	PLDB	8.00E-51	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_7	2236	PLDB	2.00E-80	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_6500_0_8	2193	PLDB	6.00E-99	POLH RAD30 RAD30A XP-V XPV	polymerase (DNA) eta	Homo sapiens
dd_Smed_v6_65108_0_1	367	PLDB	3.00E-24	UBE2N HEL-S-71 UBC13 UbcH-ben UbcH13	ubiquitin-conjugating enzyme E2N	Homo sapiens
dd_Smed_v6_65116_0_1	994	PLDB	9.00E-35	TYR ATN CMM8 OCA1 OCA1A OCAIA SHEP3	tyrosinase	Homo sapiens
dd_Smed_v6_6513_0_1	2577	PLDB	3.00E-89	PDE7A HCP1 PDE7	phosphodiesterase 7A	Homo sapiens
dd_Smed_v6_6526_0_1	1757	PLDB	3.00E-122	SLC30A9 C4orf1 GAC63 HUEL ZNT9	solute carrier family 30 member 9	Homo sapiens
dd_Smed_v6_6534_0_1	1898	PLDB	1.00E-87	PELI2	pellino E3 ubiquitin protein ligase family member 2	Homo sapiens
dd_Smed_v6_65364_0_1	297	PLDB	7.00E-07	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_653_0_1	1547	PLDB	5.00E-29	DUSP6 HH19 MKP3 PYST1	dual specificity phosphatase 6	Homo sapiens
dd_Smed_v6_65501_0_1	442	PLDB	4.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6561_0_1	2867	PLDB	0	ACSS1 ACAS2L ACECS1 AceCS2L	acyl-CoA synthetase short-chain family member 1	Homo sapiens
dd_Smed_v6_6572_0_1	681	PLDB	4.00E-61	POLR2E RPABC1 RPB5 XAP4 hRPB25 hsRPB5	polymerase (RNA) II subunit E	Homo sapiens
dd_Smed_v6_65840_0_1	953	PLDB	5.00E-31	KLC3 KLC2 KLC2L KLCt KNS2B	kinesin light chain 3	Homo sapiens
dd_Smed_v6_6593_0_1	1246	PLDB	3.00E-145	BCS1L BCS BCS1 BJS FLNMS GRACILE Hs.6719 MC3DN1 PTD h-BCS	BC1 (ubiquinol-cytochrome c reductase) synthesis-like	Homo sapiens
dd_Smed_v6_6620_0_1	1516	PLDB	1.00E-108	CHEK2 CDS1 CHK2 HuCds1 LFS2 PP1425 RAD53 hCds1	checkpoint kinase 2	Homo sapiens
dd_Smed_v6_6624_0_1	544	PLDB	7.00E-61	UBE2B E2-17kDa HHR6B HR6B RAD6B UBC2	ubiquitin conjugating enzyme E2 B	Homo sapiens
dd_Smed_v6_66292_0_1	419	PLDB	8.00E-11	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6631_0_1	3204	PLDB	4.00E-52	EPC1 Epl1	enhancer of polycomb homolog 1 (Drosophila)	Homo sapiens
dd_Smed_v6_6636_0_1	2031	PLDB	4.00E-05	IRF4 LSIRF MUM1 NF-EM5	interferon regulatory factor 4	Homo sapiens
dd_Smed_v6_6671_0_1	1974	PLDB	9.00E-119	FUT8	fucosyltransferase 8	Homo sapiens
dd_Smed_v6_66980_0_1	525	PLDB	3.00E-87	EEF2 EEF-2 EF-2 EF2 SCA26	eukaryotic translation elongation factor 2	Homo sapiens
dd_Smed_v6_6699_0_1	1236	PLDB	2.00E-93	HS2ST1 dJ604K5.2	heparan sulfate 2-O-sulfotransferase 1	Homo sapiens
dd_Smed_v6_66_0_1	698	PLDB	4.00E-16	KLK13 KLK-L4 KLKL4	kallikrein related peptidase 13	Homo sapiens
dd_Smed_v6_67185_0_2	240	PLDB	3.00E-09	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6720_0_1	1733	PLDB	3.00E-98	ATG4B APG4B AUTL1	autophagy related 4B cysteine peptidase	Homo sapiens
dd_Smed_v6_6731_0_1	347	PLDB	3.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_67320_0_1	242	PLDB	2.00E-33	GPI AMF GNPI NLK PGI PHI SA-36 SA36	glucose-6-phosphate isomerase	Homo sapiens
dd_Smed_v6_6733_0_1	1211	PLDB	1.00E-109	RFC4 A1 RFC37	replication factor C subunit 4	Homo sapiens
dd_Smed_v6_67416_0_1	742	PLDB	4.00E-47	YME1L1 FTSH MEG4 PAMP YME1L	YME1 like 1 ATPase	Homo sapiens
dd_Smed_v6_67540_0_1	472	PLDB	6.00E-19	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_6770_0_1	1163	PLDB	7.00E-91	PPP1R8 ARD-1 ARD1 NIPP-1 NIPP1 PRO2047	protein phosphatase 1 regulatory subunit 8	Homo sapiens
dd_Smed_v6_6773_0_1	1473	PLDB	3.00E-26	UBE2D1 E2(17)KB1 SFT UBC4/5 UBCH5 UBCH5A	ubiquitin conjugating enzyme E2 D1	Homo sapiens
dd_Smed_v6_67778_0_1	613	PLDB	1.00E-97	ENO3 GSD13 MSE	enolase 3	Homo sapiens
dd_Smed_v6_6780_0_1	1844	PLDB	2.00E-119	CBL C-CBL CBL2 FRA11B NSLL RNF55	Cbl proto-oncogene	Homo sapiens
dd_Smed_v6_678_0_1	1545	PLDB	7.00E-116	HSP90AA1 EL52 HSP86 HSP89A HSP90A HSP90N HSPC1 HSPCA HSPCAL1 HSPCAL4 HSPN Hsp89 Hsp90 LAP-2 LAP2	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	Homo sapiens
dd_Smed_v6_6790_0_1	8257	PLDB	0	DNAH1 DNAHC1 HDHC7 HL-11 HL11 HSRF-1 XLHSRF-1	dynein axonemal heavy chain 1	Homo sapiens
dd_Smed_v6_67927_0_1	452	PLDB	4.00E-22	CAMK1D CKLiK CaM-K1 CaMKID	calcium/calmodulin dependent protein kinase ID	Homo sapiens
dd_Smed_v6_67935_0_1	609	PLDB	7.00E-17	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6801_0_1	1966	PLDB	8.00E-173	MAN1A2 MAN1B	mannosidase alpha class 1A member 2	Homo sapiens
dd_Smed_v6_6803_0_1	872	PLDB	3.00E-55	DCTD	dCMP deaminase	Homo sapiens
dd_Smed_v6_6810_0_1	1554	PLDB	7.00E-110	PDK3 CMTX6 GS1-358P8.4	pyruvate dehydrogenase kinase 3	Homo sapiens
dd_Smed_v6_6827_0_1	1706	PLDB	3.00E-163	ALDH9A1 ALDH4 ALDH7 ALDH9 E3 TMABADH	aldehyde dehydrogenase 9 family member A1	Homo sapiens
dd_Smed_v6_6831_0_1	1520	PLDB	6.00E-114	KMO dJ317G22.1	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	Homo sapiens
dd_Smed_v6_6847_0_1	4978	PLDB	0	RAD54L2 ARIP4 HSPC325 SRISNF2L	RAD54-like 2 (S. cerevisiae)	Homo sapiens
dd_Smed_v6_68573_0_1	324	PLDB	2.00E-14	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_6877_0_1	1644	PLDB	0	SMAD1 BSP-1 BSP1 JV4-1 JV41 MADH1 MADR1	SMAD family member 1	Homo sapiens
dd_Smed_v6_6907_0_1	2084	PLDB	0	ABCD3 ABC43 PMP70 PXMP1 ZWS2	"ATP-binding cassette, sub-family D (ALD), member 3"	Homo sapiens
dd_Smed_v6_69350_0_1	395	PLDB	4.00E-17	CNDP2 CN2 CPGL HEL-S-13 HsT2298 PEPA	CNDP dipeptidase 2 (metallopeptidase M20 family)	Homo sapiens
dd_Smed_v6_6941_0_2	11594	PLDB	0	DNAH2 DNAHC2 DNHD3	dynein axonemal heavy chain 2	Homo sapiens
dd_Smed_v6_6941_0_4	10251	PLDB	0	DNAH2 DNAHC2 DNHD3	dynein axonemal heavy chain 2	Homo sapiens
dd_Smed_v6_6967_0_1	2729	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_6976_0_1	3490	PLDB	0	PDE2A CGS-PDE PDE2A1 PED2A4 cGSPDE	phosphodiesterase 2A	Homo sapiens
dd_Smed_v6_6992_0_1	2351	PLDB	0	MCCC1 MCC-B MCCA	methylcrotonoyl-CoA carboxylase 1	Homo sapiens
dd_Smed_v6_6999_0_1	4649	PLDB	3.00E-49	PTK7 CCK-4 CCK4	protein tyrosine kinase 7 (inactive)	Homo sapiens
dd_Smed_v6_7012_0_1	4746	PLDB	3.00E-71	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_7019_0_1	2077	PLDB	1.00E-136	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_7032_0_1	1959	PLDB	1.00E-151	MAN1B1 ERMAN1 MANA-ER MRT15	"mannosidase, alpha, class 1B, member 1"	Homo sapiens
dd_Smed_v6_70404_0_1	536	PLDB	7.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_70533_0_1	362	PLDB	3.00E-16	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_7061_0_1	2917	PLDB	7.00E-09	MMS19 MET18 MMS19L hMMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_7061_0_2	1913	PLDB	4.00E-09	MMS19 MET18 MMS19L hMMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_70953_0_1	628	PLDB	2.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_7108_0_1	5823	PLDB	0	KIF1A ATSV C2orf20 HSN2C MRD9 SPG30 UNC104	kinesin family member 1A	Homo sapiens
dd_Smed_v6_7108_0_2	5784	PLDB	0	KIF1A ATSV C2orf20 HSN2C MRD9 SPG30 UNC104	kinesin family member 1A	Homo sapiens
dd_Smed_v6_7132_0_1	944	PLDB	3.00E-23	EXOSC8 CIP3 EAP2 OIP2 RRP43 Rrp43p bA421P11.3 p9	exosome component 8	Homo sapiens
dd_Smed_v6_7132_0_2	895	PLDB	1.00E-06	EXOSC8 CIP3 EAP2 OIP2 RRP43 Rrp43p bA421P11.3 p9	exosome component 8	Homo sapiens
dd_Smed_v6_7139_0_1	2392	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_7144_0_1	1230	PLDB	4.00E-64	L3HYPDH C14orf149	trans-L-3-hydroxyproline dehydratase	Homo sapiens
dd_Smed_v6_7164_0_1	1222	PLDB	3.00E-14	CASP2 CASP-2 ICH1 NEDD-2 NEDD2 PPP1R57	"caspase 2, apoptosis-related cysteine peptidase"	Homo sapiens
dd_Smed_v6_7167_0_1	6670	PLDB	0	CAD	"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"	Homo sapiens
dd_Smed_v6_7215_0_1	5932	PLDB	4.00E-75	MLLT4 AF6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila). translocated to, 4"	Homo sapiens
dd_Smed_v6_7235_0_1	1241	PLDB	6.00E-94	GGPS1 GGPPS GGPPS1	geranylgeranyl diphosphate synthase 1	Homo sapiens
dd_Smed_v6_7238_0_1	1339	PLDB	1.00E-119	MMAA cblA	methylmalonic aciduria (cobalamin deficiency) cblA type	Homo sapiens
dd_Smed_v6_7262_0_1	1025	PLDB	3.00E-44	XRCC6BP1 KUB3	XRCC6 binding protein 1	Homo sapiens
dd_Smed_v6_7263_0_1	1354	PLDB	8.00E-46	LPGAT1 FAM34A FAM34A1 NET8	lysophosphatidylglycerol acyltransferase 1	Homo sapiens
dd_Smed_v6_72930_0_1	641	PLDB	7.00E-34	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_7318_0_1	2166	PLDB	8.00E-129	RECQL RECQL1 RecQ1	RecQ like helicase	Homo sapiens
dd_Smed_v6_7341_0_1	1809	PLDB	0	CLPB HSP78 SKD3	ClpB caseinolytic peptidase B homolog (E. coli)	Homo sapiens
dd_Smed_v6_7365_0_1	1959	PLDB	2.00E-114	LPCAT2 AYTL1 LysoPAFAT	lysophosphatidylcholine acyltransferase 2	Homo sapiens
dd_Smed_v6_7382_0_1	2183	PLDB	0	LIG1	"ligase I, DNA, ATP-dependent"	Homo sapiens
dd_Smed_v6_7384_0_1	2872	PLDB	0	DHTKD1 AMOXAD CMT2Q	dehydrogenase E1 and transketolase domain containing 1	Homo sapiens
dd_Smed_v6_7392_0_1	1397	PLDB	7.00E-94	NDUFAF5 C20orf7 bA526K24.2 dJ842G6.1	NADH:ubiquinone oxidoreductase complex assembly factor 5	Homo sapiens
dd_Smed_v6_7395_0_1	1493	PLDB	1.00E-76	PM20D2 ACY1L2 bA63L7.3	peptidase M20 domain containing 2	Homo sapiens
dd_Smed_v6_7402_0_2	1489	PLDB	7.00E-76	APEX2 APE2 APEXL2 XTH2 ZGRF2	apurinic/apyrimidinic endodeoxyribonuclease 2	Homo sapiens
dd_Smed_v6_74045_0_1	685	PLDB	4.00E-31	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_7433_0_1	1684	PLDB	3.00E-84	COASY DPCK NBIA6 NBP PPAT UKR1 pOV-2	Coenzyme A synthase	Homo sapiens
dd_Smed_v6_7441_0_1	1409	PLDB	8.00E-44	ALKBH3 ABH3 DEPC-1 DEPC1 PCA1	"alkB, alkylation repair homolog 3 (E. coli)"	Homo sapiens
dd_Smed_v6_7445_0_1	1670	PLDB	3.00E-65	BCKDK BCKDKD BDK	branched chain ketoacid dehydrogenase kinase	Homo sapiens
dd_Smed_v6_7445_0_2	1449	PLDB	1.00E-137	BCKDK BCKDKD BDK	branched chain ketoacid dehydrogenase kinase	Homo sapiens
dd_Smed_v6_7448_0_1	1531	PLDB	2.00E-12	MFN2 CMT2A CMT2A2 CPRP1 HSG MARF	mitofusin 2	Homo sapiens
dd_Smed_v6_7449_0_1	3756	PLDB	3.00E-160	MAN2C1 MAN6A8 MANA MANA1	mannosidase alpha class 2C member 1	Homo sapiens
dd_Smed_v6_745_0_1	2339	PLDB	0	ATP5B ATPMB ATPSB HEL-S-271	"ATP synthase, H  transporting, mitochondrial F1 complex, beta polypeptide"	Homo sapiens
dd_Smed_v6_7472_0_1	2154	PLDB	3.00E-103	SPAST ADPSP FSP2 SPG4	spastin	Homo sapiens
dd_Smed_v6_7472_0_2	2107	PLDB	2.00E-103	SPAST ADPSP FSP2 SPG4	spastin	Homo sapiens
dd_Smed_v6_74841_0_1	766	PLDB	5.00E-88	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_7511_0_1	3340	PLDB	2.00E-155	MGEA5 MEA5 NCOAT OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens
dd_Smed_v6_751_0_1	1503	PLDB	0	PPP1CA PP-1A PP1A PP1alpha PPP1A	protein phosphatase 1 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_7522_0_1	2358	PLDB	0	GFPT2 GFAT2	glutamine-fructose-6-phosphate transaminase 2	Homo sapiens
dd_Smed_v6_7550_0_1	1888	PLDB	3.00E-152	MBTPS1 PCSK8 S1P SKI-1	"membrane bound transcription factor peptidase, site 1"	Homo sapiens
dd_Smed_v6_7557_0_1	1461	PLDB	9.00E-94	PUS1 MLASA1	pseudouridylate synthase 1	Homo sapiens
dd_Smed_v6_7560_0_1	2336	PLDB	0	SMARCAD1 ADERM ETL1 HEL1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	Homo sapiens
dd_Smed_v6_7583_0_1	1538	PLDB	2.00E-43	FOXK1 FOXK1L	forkhead box K1	Homo sapiens
dd_Smed_v6_7587_0_1	926	PLDB	2.00E-66	DHRS11 ARPG836 SDR24C1	dehydrogenase/reductase (SDR family) member 11	Homo sapiens
dd_Smed_v6_758_1_1	2605	PLDB	0	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_7621_0_1	1101	PLDB	4.00E-56	UBE2S E2-EPF E2EPF EPF5	ubiquitin conjugating enzyme E2 S	Homo sapiens
dd_Smed_v6_7626_0_1	543	PLDB	7.00E-15	UBB	ubiquitin B	Homo sapiens
dd_Smed_v6_7643_0_1	1087	PLDB	4.00E-60	DHDH 2DD HUM2DD	dihydrodiol dehydrogenase	Homo sapiens
dd_Smed_v6_7658_0_1	11309	PLDB	2.00E-87	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7658_0_2	11297	PLDB	2.00E-87	UBR5 DD5 EDD EDD1 HYD	ubiquitin protein ligase E3 component n-recognin 5	Homo sapiens
dd_Smed_v6_7682_0_1	2860	PLDB	0	MCM2 BM28 CCNL1 CDCL1 D3S3194 MITOTIN cdc19	minichromosome maintenance complex component 2	Homo sapiens
dd_Smed_v6_7701_0_1	5919	PLDB	2.00E-154	NAV2 HELAD1 POMFIL2 RAINB1 STEERIN2 UNC53H2	neuron navigator 2	Homo sapiens
dd_Smed_v6_7701_0_3	5729	PLDB	1.00E-154	NAV2 HELAD1 POMFIL2 RAINB1 STEERIN2 UNC53H2	neuron navigator 2	Homo sapiens
dd_Smed_v6_77043_0_1	467	PLDB	2.00E-05	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_7705_0_1	1059	PLDB	9.00E-50	DHDH 2DD HUM2DD	dihydrodiol dehydrogenase	Homo sapiens
dd_Smed_v6_7758_0_1	3087	PLDB	6.00E-150	IGHMBP2 CATF1 HCSA HMN6 SMARD1 SMUBP2 ZFAND7	immunoglobulin mu binding protein 2	Homo sapiens
dd_Smed_v6_7763_0_1	1023	PLDB	9.00E-83	HPRT1 HGPRT HPRT	hypoxanthine phosphoribosyltransferase 1	Homo sapiens
dd_Smed_v6_7794_0_1	9162	PLDB	2.00E-59	ZFYVE26 FYVE-CENT SPG15	"zinc finger, FYVE domain containing 26"	Homo sapiens
dd_Smed_v6_7809_0_1	1825	PLDB	6.00E-78	ENPP5 NPP-5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	Homo sapiens
dd_Smed_v6_7815_0_1	2034	PLDB	9.00E-107	FTCD LCHC1	formimidoyltransferase cyclodeaminase	Homo sapiens
dd_Smed_v6_7817_0_1	884	PLDB	2.00E-70	UBE2E3 UBCH9 UbcM2	ubiquitin conjugating enzyme E2 E3	Homo sapiens
dd_Smed_v6_7823_2_1	3192	PLDB	1.00E-47	ACACA ACAC ACACAD ACC ACC1 ACCA	acetyl-CoA carboxylase alpha	Homo sapiens
dd_Smed_v6_7841_0_1	2488	PLDB	2.00E-179	MGAT5 GNT-V GNT-VA	"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"	Homo sapiens
dd_Smed_v6_78583_0_1	473	PLDB	3.00E-49	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_786_0_1	1479	PLDB	8.00E-89	PNP NP PRO1837 PUNP	purine nucleoside phosphorylase	Homo sapiens
dd_Smed_v6_7873_0_1	1596	PLDB	2.00E-90	HEXDC	hexosaminidase D	Homo sapiens
dd_Smed_v6_7884_0_1	1501	PLDB	2.00E-102	KMO dJ317G22.1	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	Homo sapiens
dd_Smed_v6_78856_0_1	203	PLDB	9.00E-11	H2AFX H2A.X H2A/X H2AX	H2A histone family member X	Homo sapiens
dd_Smed_v6_78_0_1	1256	PLDB	1.00E-178	GAPDH G3PD GAPD HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	Homo sapiens
dd_Smed_v6_7940_0_1	2059	PLDB	1.00E-155	DHX8 DDX8 HRH1 PRP22 PRPF22	DEAH-box helicase 8	Homo sapiens
dd_Smed_v6_79562_0_1	438	PLDB	5.00E-12	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_8012_0_1	1299	PLDB	2.00E-39	SDR9C7 RDHS SDR-O SDRO	"short chain dehydrogenase/reductase family 9C, member 7"	Homo sapiens
dd_Smed_v6_8028_0_1	1388	PLDB	7.00E-61	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)	Homo sapiens
dd_Smed_v6_8031_0_1	1792	PLDB	1.00E-72	GDAP2 MACROD3	ganglioside induced differentiation associated protein 2	Homo sapiens
dd_Smed_v6_80598_0_1	250	PLDB	2.00E-09	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens
dd_Smed_v6_8062_0_1	2770	PLDB	1.00E-107	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_8068_0_1	2190	PLDB	1.00E-125	GLB1L2 MST114 MSTP114	galactosidase beta 1 like 2	Homo sapiens
dd_Smed_v6_8076_0_1	3211	PLDB	0	PDE2A CGS-PDE PDE2A1 PED2A4 cGSPDE	phosphodiesterase 2A	Homo sapiens
dd_Smed_v6_8083_0_1	1215	PLDB	6.00E-53	LHPP HDHD2B	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Homo sapiens
dd_Smed_v6_8107_0_1	977	PLDB	8.00E-34	TDP2 AD022 EAP2 EAPII TTRAP dJ30M3.3 hTDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens
dd_Smed_v6_81270_0_1	314	PLDB	1.00E-29	RPLP0 L10E LP0 P0 PRLP0 RPP0	ribosomal protein lateral stalk subunit P0	Homo sapiens
dd_Smed_v6_81621_0_1	496	PLDB	4.00E-20	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_8163_0_1	1577	PLDB	4.00E-37	B3GNT5 B3GN-T5 beta3Gn-T5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"	Homo sapiens
dd_Smed_v6_8175_0_1	1918	PLDB	1.00E-130	RNGTT CAP1A HCE HCE1 hCAP	RNA guanylyltransferase and 5'-phosphatase	Homo sapiens
dd_Smed_v6_8181_0_1	3645	PLDB	0	DHX8 DDX8 HRH1 PRP22 PRPF22	DEAH-box helicase 8	Homo sapiens
dd_Smed_v6_8191_0_1	608	PLDB	2.00E-09	C1D LRP1 SUN-CoR SUNCOR hC1D	C1D nuclear receptor corepressor	Homo sapiens
dd_Smed_v6_8193_0_1	1482	PLDB	4.00E-76	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_8193_0_2	1425	PLDB	2.00E-77	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_8193_0_3	1007	PLDB	4.00E-78	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
dd_Smed_v6_8193_0_4	950	PLDB	6.00E-79	SMAD3 HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3	SMAD family member 3	Homo sapiens
