Contig.primaryIdentifier	Contig.length	Contig.blastHits.score	Contig.blastHits.blastDomain.symbol	Contig.blastHits.blastDomain.description	Contig.blastHits.blastDomain.species	Contig.blastHits.blastDomain.primaryIdentifier
dd_Smed_v6_12660_2_1	3182	3.00E-129	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_10	2480	9.00E-132	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_2	3171	2.00E-129	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_3	3151	2.00E-129	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_4	3140	2.00E-129	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_5	2684	5.00E-131	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_6	2653	4.00E-131	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_7	2555	2.00E-131	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_8	2524	1.00E-131	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12660_2_9	2511	1.00E-131	TIGD1 EEYORE	tigger transposable element derived 1	Homo sapiens	NP_663748.1
dd_Smed_v6_12668_0_1	692	4.00E-26	TMEM138	transmembrane protein 138	Homo sapiens	NP_057548.1
dd_Smed_v6_12674_0_1	2309	3.00E-19	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens	NP_068742.2
dd_Smed_v6_12674_0_2	2190	3.00E-19	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens	NP_068742.2
dd_Smed_v6_12674_0_3	2143	2.00E-19	FGFRL1 FGFR5 FHFR	fibroblast growth factor receptor-like 1	Homo sapiens	NP_068742.2
dd_Smed_v6_12677_0_1	904	7.00E-10	ATOH8 HATH6 bHLHa21	atonal bHLH transcription factor 8	Homo sapiens	NP_116216.2
dd_Smed_v6_12684_0_1	3115	8.00E-72	ARMC2 bA787I22.1	armadillo repeat containing 2	Homo sapiens	NP_115507.4
dd_Smed_v6_12686_0_2	784	2.00E-32	ZMYM6 Buster2 MYM ZBED7 ZNF198L4 ZNF258	zinc finger MYM-type containing 6	Homo sapiens	NP_009098.3
dd_Smed_v6_12686_0_3	772	4.00E-31	ZMYM6 Buster2 MYM ZBED7 ZNF198L4 ZNF258	zinc finger MYM-type containing 6	Homo sapiens	NP_009098.3
dd_Smed_v6_12688_0_1	601	6.00E-17	ASTL	astacin-like metallo-endopeptidase (M12 family)	Homo sapiens	NP_001002036.3
dd_Smed_v6_12689_0_1	3096	2.00E-99	DCLK3 CLR DCAMKL3 DCDC3C DCK3	doublecortin like kinase 3	Homo sapiens	NP_208382.1
dd_Smed_v6_12690_0_1	1968	4.00E-54	ASTE1	asteroid homolog 1 (Drosophila)	Homo sapiens	XP_006713672.1
dd_Smed_v6_12692_0_1	1826	5.00E-101	MPPE1 PGAP5	metallophosphoesterase 1	Homo sapiens	NP_075563.3
dd_Smed_v6_12692_0_2	1778	3.00E-101	MPPE1 PGAP5	metallophosphoesterase 1	Homo sapiens	NP_075563.3
dd_Smed_v6_12694_0_1	1116	5.00E-16	C2orf69	chromosome 2 open reading frame 69	Homo sapiens	NP_710156.3
dd_Smed_v6_12695_0_1	1693	5.00E-40	SVOPL	SVOP like	Homo sapiens	NP_001132928.1
dd_Smed_v6_12697_0_1	2743	2.00E-41	PCDH9	protocadherin 9	Homo sapiens	XP_005266465.1
dd_Smed_v6_12699_0_1	3351	4.00E-77	RXRA NR2B1	retinoid X receptor alpha	Homo sapiens	NP_001278850.1
dd_Smed_v6_12699_0_2	3302	2.00E-54	RXRA NR2B1	retinoid X receptor alpha	Homo sapiens	NP_002948.1
dd_Smed_v6_12699_0_3	2013	5.00E-24	RXRB DAUDI6 H-2RIIBP NR2B2 RCoR-1	"retinoid X receptor, beta"	Homo sapiens	NP_068811.1
dd_Smed_v6_12699_0_4	1484	1.00E-41	RXRA NR2B1	retinoid X receptor alpha	Homo sapiens	NP_001278850.1
dd_Smed_v6_12699_0_5	1432	7.00E-23	RXRA NR2B1	retinoid X receptor alpha	Homo sapiens	NP_002948.1
dd_Smed_v6_1269_0_1	1714	9.00E-44	ENPP6 NPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	Homo sapiens	NP_699174.1
dd_Smed_v6_126_0_1	588	6.00E-32	FAU FAU1 Fub1 Fubi MNSFbeta RPS30 S30 asr1	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	Homo sapiens	NP_001988.1
dd_Smed_v6_12700_0_1	2625	0	SLC6A4 5-HTT 5-HTTLPR 5HTT HTT OCD1 SERT SERT1 hSERT	solute carrier family 6 member 4	Homo sapiens	NP_001036.1
dd_Smed_v6_12702_0_1	1878	4.00E-139	IFT74 CCDC2 CMG-1 CMG1	intraflagellar transport 74	Homo sapiens	NP_001092693.1
dd_Smed_v6_1270_0_1	1662	1.00E-77	SLC20A1 GLVR1 Glvr-1 PIT1 PiT-1	solute carrier family 20 member 1	Homo sapiens	NP_005406.3
dd_Smed_v6_12714_0_1	1195	7.00E-54	FBXO16 FBX16	F-box protein 16	Homo sapiens	NP_758954.1
dd_Smed_v6_12715_0_1	3379	9.00E-63	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens	NP_001269913.1
dd_Smed_v6_12715_0_2	3378	9.00E-63	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens	NP_001269913.1
dd_Smed_v6_12715_0_3	3349	4.00E-65	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens	NP_001269913.1
dd_Smed_v6_12715_0_4	3348	4.00E-65	FARP2 FIR FRG PLEKHC3	"FERM, RhoGEF and pleckstrin domain protein 2"	Homo sapiens	NP_001269913.1
dd_Smed_v6_12717_0_1	2609	1.00E-107	TTLL8	"tubulin tyrosine ligase-like family, member 8"	Homo sapiens	XP_003403793.3
dd_Smed_v6_12717_0_2	1597	2.00E-34	TTLL8	"tubulin tyrosine ligase-like family, member 8"	Homo sapiens	XP_003403793.3
dd_Smed_v6_1271_0_1	3194	0	AP2M1 AP50 CLAPM1 mu2	adaptor related protein complex 2 mu 1 subunit	Homo sapiens	NP_001020376.1
dd_Smed_v6_12720_0_1	1559	8.00E-46	SVOP	SV2 related protein	Homo sapiens	NP_061181.1
dd_Smed_v6_12727_0_1	2034	7.00E-73	MBTPS2 BRESEK IFAP KFSD KFSDX OLMSX S2P	"membrane-bound transcription factor peptidase, site 2"	Homo sapiens	NP_056968.1
dd_Smed_v6_12736_0_1	897	3.00E-25	UBE2J2 NCUBE-2 NCUBE2 PRO2121	ubiquitin conjugating enzyme E2 J2	Homo sapiens	NP_477515.2
dd_Smed_v6_12736_0_2	843	1.00E-18	UBE2J2 NCUBE-2 NCUBE2 PRO2121	ubiquitin conjugating enzyme E2 J2	Homo sapiens	NP_477515.2
dd_Smed_v6_12738_0_1	2076	3.00E-88	FBXL16 C16orf22 Fbl16 c380A1.1	F-box and leucine-rich repeat protein 16	Homo sapiens	NP_699181.2
dd_Smed_v6_12742_0_1	1308	1.00E-79	OSCP1 C1orf102 NOR1	organic solute carrier partner 1	Homo sapiens	NP_659484.4
dd_Smed_v6_12745_0_1	1715	6.00E-46	RPUSD2 C15orf19 C18B11	RNA pseudouridylate synthase domain containing 2	Homo sapiens	NP_689473.1
dd_Smed_v6_12745_0_2	1647	1.00E-57	RPUSD2 C15orf19 C18B11	RNA pseudouridylate synthase domain containing 2	Homo sapiens	NP_689473.1
dd_Smed_v6_12745_0_3	1564	6.00E-61	RPUSD2 C15orf19 C18B11	RNA pseudouridylate synthase domain containing 2	Homo sapiens	NP_689473.1
dd_Smed_v6_12745_0_4	1496	8.00E-77	RPUSD2 C15orf19 C18B11	RNA pseudouridylate synthase domain containing 2	Homo sapiens	NP_689473.1
dd_Smed_v6_1274_1_1	2817	0	EIF5B IF2	eukaryotic translation initiation factor 5B	Homo sapiens	NP_056988.3
dd_Smed_v6_12752_0_1	2184	1.00E-42	CFAP221 FAP221 PCDP1	cilia and flagella associated protein 221	Homo sapiens	XP_006712415.1
dd_Smed_v6_12753_0_1	1056	9.00E-46	PCGF2 MEL-18 RNF110 ZNF144	polycomb group ring finger 2	Homo sapiens	NP_009075.1
dd_Smed_v6_12759_0_1	2051	9.00E-89	OSBPL2 ORP-2 ORP2	oxysterol binding protein-like 2	Homo sapiens	NP_055650.1
dd_Smed_v6_12762_0_1	2743	7.00E-136	RSPH10B2	radial spoke head 10 homolog B2	Homo sapiens	NP_001093167.1
dd_Smed_v6_12765_0_1	927	5.00E-12	TCTEX1D1	Tctex1 domain containing 1	Homo sapiens	XP_006710488.1
dd_Smed_v6_12768_0_1	3620	4.00E-40	SOCS7 NAP4 NCKAP4	suppressor of cytokine signaling 7	Homo sapiens	XP_005257322.1
dd_Smed_v6_1276_0_1	1858	0	PRPF19 NMP200 PRP19 PSO4 SNEV UBOX4 hPSO4	pre-mRNA processing factor 19	Homo sapiens	NP_055317.1
dd_Smed_v6_12774_0_1	1596	3.00E-52	NOVA1 Nova-1	neuro-oncological ventral antigen 1	Homo sapiens	NP_006480.2
dd_Smed_v6_12783_0_1	1145	1.00E-27	"B3GALT5 B3GalT-V B3GalTx B3T5 GLCT5 beta-1,3-GalTase 5 beta-3-Gx-T5 beta3Gal-T5"	"beta-1,3-galactosyltransferase 5"	Homo sapiens	NP_006048.1
dd_Smed_v6_12784_0_1	610	1.00E-26	TXN TRDX TRX TRX1	thioredoxin	Homo sapiens	NP_003320.2
dd_Smed_v6_12787_0_1	806	3.00E-22	CMPK1 CK CMK CMPK UMK UMP-CMPK UMPK	cytidine/uridine monophosphate kinase 1	Homo sapiens	NP_057392.1
dd_Smed_v6_12787_0_2	781	8.00E-13	CMPK1 CK CMK CMPK UMK UMP-CMPK UMPK	cytidine/uridine monophosphate kinase 1	Homo sapiens	NP_057392.1
dd_Smed_v6_12789_0_1	1570	6.00E-39	CHEK1 CHK1	checkpoint kinase 1	Homo sapiens	NP_001265.2
dd_Smed_v6_1278_0_1	992	2.00E-111	PSMA1 HC2 HEL-S-275 NU PROS30	proteasome subunit alpha 1	Homo sapiens	NP_002777.1
dd_Smed_v6_12797_0_1	5118	0	DNAH10	dynein axonemal heavy chain 10	Homo sapiens	NP_997320.2
dd_Smed_v6_1279_0_1	1378	0	PSMC4 MIP224 RPT3 S6 TBP-7 TBP7	"proteasome 26S subunit, ATPase 4"	Homo sapiens	NP_006494.1
dd_Smed_v6_127_0_1	1360	0	RPL3 ASC-1 L3 TARBP-B	ribosomal protein L3	Homo sapiens	NP_000958.1
dd_Smed_v6_12800_0_1	1184	4.00E-07	LAGE3 CVG5 DXS9879E DXS9951E ESO3 ITBA2	L antigen family member 3	Homo sapiens	NP_006005.2
dd_Smed_v6_12801_0_1	1018	1.00E-48	C11orf70	chromosome 11 open reading frame 70	Homo sapiens	NP_116319.2
dd_Smed_v6_12806_0_1	2574	1.00E-51	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_10	1982	4.00E-43	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_11	1803	2.00E-38	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_12	1722	2.00E-43	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_13	1333	4.00E-84	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_14	1252	2.00E-90	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_15	1192	4.00E-61	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_16	1111	1.00E-66	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_17	963	4.00E-70	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_18	882	3.00E-76	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_2	2493	1.00E-56	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_20	822	3.00E-47	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_21	741	5.00E-53	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_3	2433	7.00E-52	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_4	2352	7.00E-57	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_5	2204	5.00E-38	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_6	2173	3.00E-52	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_7	2123	6.00E-43	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_8	2092	2.00E-57	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_12806_0_9	2063	3.00E-38	MSH4	mutS homolog 4	Homo sapiens	NP_002431.2
dd_Smed_v6_1280_0_1	1444	0	PPP2CA PP2Ac PP2CA PP2Calpha RP-C	protein phosphatase 2 catalytic subunit alpha	Homo sapiens	NP_002706.1
dd_Smed_v6_12811_0_1	1169	7.00E-07	C1orf95	chromosome 1 open reading frame 95	Homo sapiens	NP_001003665.1
dd_Smed_v6_12812_0_1	1857	1.00E-68	TRIM3 BERP HAC1 RNF22 RNF97	tripartite motif containing 3	Homo sapiens	NP_001234936.1
dd_Smed_v6_12815_0_1	4350	3.00E-171	CHD6 CHD-6 CHD5 RIGB	chromodomain helicase DNA binding protein 6	Homo sapiens	XP_006723946.1
dd_Smed_v6_12816_0_1	2968	0	C2CD5 CDP138 KIAA0528	C2 calcium-dependent domain containing 5	Homo sapiens	NP_055617.1
dd_Smed_v6_12818_0_1	1347	2.00E-14	ORC5 ORC5L ORC5P ORC5T PPP1R117	origin recognition complex subunit 5	Homo sapiens	NP_002544.1
dd_Smed_v6_12821_0_1	1395	5.00E-80	SEC14L4 TAP3	SEC14 like lipid binding 4	Homo sapiens	XP_005261640.1
dd_Smed_v6_12823_0_1	1007	7.00E-37	CDC123 C10orf7 D123	cell division cycle 123	Homo sapiens	NP_006014.2
dd_Smed_v6_12825_0_1	2091	1.00E-167	CNGA3 ACHM2 CCNC1 CCNCa CCNCalpha CNCG3 CNG3	cyclic nucleotide gated channel alpha 3	Homo sapiens	NP_001073347.1
dd_Smed_v6_1282_0_1	2788	7.00E-140	MAPK11 P38B P38BETA2 PRKM11 SAPK2 SAPK2B p38-2 p38Beta	mitogen-activated protein kinase 11	Homo sapiens	NP_002742.3
dd_Smed_v6_12832_0_1	1059	3.00E-58	BEST3 VMD2L3	bestrophin 3	Homo sapiens	XP_005268731.1
dd_Smed_v6_12849_0_1	1013	8.00E-09	ZFYVE19 MPFYVE	"zinc finger, FYVE domain containing 19"	Homo sapiens	NP_001245349.1
dd_Smed_v6_12850_0_1	1141	4.00E-34	GPATCH11 CCDC75 CENP-Y CENPY	G-patch domain containing 11	Homo sapiens	NP_777591.3
dd_Smed_v6_12864_0_1	2454	2.00E-44	NGEF ARHGEF27 EPHEXIN	neuronal guanine nucleotide exchange factor	Homo sapiens	NP_062824.2
dd_Smed_v6_12866_0_1	2900	0	ATP2B3 CFAP39 CLA2 OPCA PMCA3 PMCA3a SCAX1	ATPase plasma membrane Ca2  transporting 3	Homo sapiens	NP_068768.2
dd_Smed_v6_1286_0_1	1478	6.00E-99	MAP2K6 MAPKK6 MEK6 MKK6 PRKMK6 SAPKK-3 SAPKK3	mitogen-activated protein kinase kinase 6	Homo sapiens	NP_002749.2
dd_Smed_v6_12872_0_1	3358	5.00E-63	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens	NP_002578.2
dd_Smed_v6_12873_0_1	1042	2.00E-33	NKX6-1 NKX6.1 NKX6A	NK6 homeobox 1	Homo sapiens	NP_006159.2
dd_Smed_v6_12879_0_1	2028	3.00E-94	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_10	948	4.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245428.1
dd_Smed_v6_12879_0_11	944	1.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245428.1
dd_Smed_v6_12879_0_12	924	3.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_15	665	1.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245428.1
dd_Smed_v6_12879_0_2	2008	6.00E-92	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_3	1749	5.00E-95	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_4	1745	2.00E-95	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_5	1725	5.00E-93	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_6	1466	3.00E-96	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12879_0_7	1227	2.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245428.1
dd_Smed_v6_12879_0_8	1207	6.00E-05	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_12881_0_1	4172	7.00E-21	FANCD2 FA-D2 FA4 FACD FAD FAD2 FANCD	"Fanconi anemia, complementation group D2"	Homo sapiens	XP_006713087.1
dd_Smed_v6_12883_0_1	2353	2.00E-169	SLC5A7 CHT CHT1 HMN7A hCHT	"solute carrier family 5 (sodium/choline cotransporter), member 7"	Homo sapiens	NP_068587.1
dd_Smed_v6_12888_0_1	1957	2.00E-41	STIM1 D11S4896E GOK IMD10 TAM	stromal interaction molecule 1	Homo sapiens	NP_001264891.1
dd_Smed_v6_12890_0_1	1512	4.00E-20	MAP3K12 DLK MEKK12 MUK ZPK ZPKP1	mitogen-activated protein kinase kinase kinase 12	Homo sapiens	XP_005269197.1
dd_Smed_v6_12893_0_1	1206	2.00E-20	FAM102B SYM-3B	family with sequence similarity 102 member B	Homo sapiens	NP_001010883.2
dd_Smed_v6_12895_0_1	3439	2.00E-51	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens	NP_116753.1
dd_Smed_v6_12899_0_1	488	1.00E-53	RPSA 37LRP 67LR ICAS LAMBR LAMR1 LBP LBP/p40 LRP LRP/LR NEM/1CHD4 SA lamR p40	ribosomal protein SA	Homo sapiens	NP_002286.2
dd_Smed_v6_1289_0_1	700	3.00E-09	SH3BGRL3 HEL-S-297 SH3BP-1 TIP-B1	SH3 domain binding glutamate rich protein like 3	Homo sapiens	NP_112576.1
dd_Smed_v6_128_0_1	680	1.00E-58	RPL18 L18	ribosomal protein L18	Homo sapiens	NP_000970.1
dd_Smed_v6_1290_0_1	746	3.00E-48	PRDX5 ACR1 AOEB166 B166 HEL-S-55 PLP PMP20 PRDX6 PRXV prx-V	peroxiredoxin 5	Homo sapiens	NP_036226.1
dd_Smed_v6_12912_0_1	1540	4.00E-09	ZNF317	zinc finger protein 317	Homo sapiens	NP_065984.3
dd_Smed_v6_12915_0_1	834	8.00E-20	TMEM208	transmembrane protein 208	Homo sapiens	NP_054906.2
dd_Smed_v6_12927_0_2	848	7.00E-54	AKT3 MPPH PKB-GAMMA PKBG PRKBG RAC-PK-gamma RAC-gamma STK-2	v-akt murine thymoma viral oncogene homolog 3	Homo sapiens	NP_859029.1
dd_Smed_v6_12929_0_1	1299	2.00E-26	DIRAS2 Di-Ras2	DIRAS family GTPase 2	Homo sapiens	NP_060064.2
dd_Smed_v6_12930_0_1	2461	1.00E-23	SUZ12 CHET9 JJAZ1	SUZ12 polycomb repressive complex 2 subunit	Homo sapiens	XP_006721857.1
dd_Smed_v6_12933_0_1	3923	2.00E-111	NPR1 ANPRA ANPa GUC2A GUCY2A NPRA	natriuretic peptide receptor 1	Homo sapiens	NP_000897.3
dd_Smed_v6_12936_0_1	3635	0	ANKRD50	ankyrin repeat domain 50	Homo sapiens	NP_065070.1
dd_Smed_v6_1293_0_1	1666	5.00E-82	RBCK1 C20orf18 HOIL-1 HOIL1 RBCK2 RNF54 UBCE7IP3 XAP3 XAP4 ZRANB4	RanBP-type and C3HC4-type zinc finger containing 1	Homo sapiens	NP_112506.2
dd_Smed_v6_12942_0_1	748	6.00E-38	DTWD2	DTW domain containing 2	Homo sapiens	NP_775937.1
dd_Smed_v6_12943_0_1	2389	1.00E-08	FGD4 CMT4H FRABP ZFYVE6	"FYVE, RhoGEF and PH domain containing 4"	Homo sapiens	XP_005253364.1
dd_Smed_v6_12951_0_1	4369	6.00E-53	ZBED5 Buster1	zinc finger BED-type containing 5	Homo sapiens	NP_067034.2
dd_Smed_v6_12951_0_2	4029	5.00E-32	ZBED5 Buster1	zinc finger BED-type containing 5	Homo sapiens	NP_067034.2
dd_Smed_v6_12956_0_1	983	6.00E-79	RPIA RPI	ribose 5-phosphate isomerase A	Homo sapiens	NP_653164.2
dd_Smed_v6_12956_0_2	926	6.00E-84	RPIA RPI	ribose 5-phosphate isomerase A	Homo sapiens	NP_653164.2
dd_Smed_v6_1295_0_1	1387	1.00E-33	SYAP1	synapse associated protein 1	Homo sapiens	NP_116185.2
dd_Smed_v6_12962_0_1	1274	3.00E-18	TDP2 AD022 EAP2 EAPII TTRAP dJ30M3.3 hTDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens	NP_057698.2
dd_Smed_v6_12962_0_2	1072	2.00E-38	TDP2 AD022 EAP2 EAPII TTRAP dJ30M3.3 hTDP2	tyrosyl-DNA phosphodiesterase 2	Homo sapiens	NP_057698.2
dd_Smed_v6_12963_0_1	1506	2.00E-21	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens	NP_071738.1
dd_Smed_v6_12964_0_3	2078	8.00E-83	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12964_0_4	2078	8.00E-83	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12964_0_5	2033	4.00E-84	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12964_0_6	2033	3.00E-84	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12964_0_7	2031	2.00E-99	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12964_0_8	1986	2.00E-101	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	NP_003975.1
dd_Smed_v6_12966_0_1	3475	0	POLD1 CDC2 CRCS10 MDPL POLD	"polymerase (DNA) delta 1, catalytic subunit"	Homo sapiens	NP_002682.2
dd_Smed_v6_12966_0_2	3155	0	POLD1 CDC2 CRCS10 MDPL POLD	"polymerase (DNA) delta 1, catalytic subunit"	Homo sapiens	NP_002682.2
dd_Smed_v6_12969_0_1	2371	5.00E-41	CEP83 CCDC41 NPHP18 NY-REN-58	centrosomal protein 83kDa	Homo sapiens	NP_001035858.1
dd_Smed_v6_12977_0_1	2464	3.00E-65	DOC2B DOC2BL	double C2 domain beta	Homo sapiens	NP_003576.2
dd_Smed_v6_12977_0_2	2462	2.00E-65	DOC2B DOC2BL	double C2 domain beta	Homo sapiens	NP_003576.2
dd_Smed_v6_12978_0_1	2416	1.00E-133	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens	NP_150375.2
dd_Smed_v6_12978_0_2	2368	7.00E-134	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens	NP_150375.2
dd_Smed_v6_12978_0_3	2319	2.00E-149	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens	NP_150375.2
dd_Smed_v6_12978_0_4	2271	9.00E-150	KCNH7 ERG3 HERG3 Kv11.3	potassium voltage-gated channel subfamily H member 7	Homo sapiens	NP_150375.2
dd_Smed_v6_12978_0_8	909	5.00E-24	KCNH6 ERG-2 ERG2 HERG2 Kv11.2 hERG-2	"potassium voltage-gated channel, subfamily H (eag-related), member 6"	Homo sapiens	NP_775115.1
dd_Smed_v6_1297_0_1	1713	0	PEPD PROLIDASE	peptidase D	Homo sapiens	NP_000276.2
dd_Smed_v6_12980_0_1	2224	5.00E-35	SENP7	SUMO1/sentrin specific peptidase 7	Homo sapiens	NP_001269732.1
dd_Smed_v6_12980_0_2	2200	7.00E-35	SENP7	SUMO1/sentrin specific peptidase 7	Homo sapiens	XP_005247719.1
dd_Smed_v6_12980_0_3	2176	6.00E-35	SENP7	SUMO1/sentrin specific peptidase 7	Homo sapiens	NP_001269732.1
dd_Smed_v6_12984_0_1	1731	2.00E-92	TRMU MTO2 MTU1 TRMT TRMT1 TRNT1	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	Homo sapiens	NP_060476.2
dd_Smed_v6_12984_0_2	1564	5.00E-93	TRMU MTO2 MTU1 TRMT TRMT1 TRNT1	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	Homo sapiens	NP_060476.2
dd_Smed_v6_12987_0_1	1507	8.00E-148	DHPS DHS DS MIG13	deoxyhypusine synthase	Homo sapiens	NP_001921.1
dd_Smed_v6_12991_0_1	384	3.00E-06	BBIP1 BBIP10 BBS18 NCRNA00081 bA348N5.3	BBSome interacting protein 1	Homo sapiens	NP_001230712.1
dd_Smed_v6_12993_0_45	437	7.00E-06	CNBP CNBP1 DM2 PROMM RNF163 ZCCHC22 ZNF9	CCHC-type zinc finger nucleic acid binding protein	Homo sapiens	NP_003409.1
dd_Smed_v6_12998_0_1	3202	5.00E-76	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	fibroblast growth factor receptor 2	Homo sapiens	NP_001138391.1
dd_Smed_v6_12998_0_2	3155	5.00E-76	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	fibroblast growth factor receptor 2	Homo sapiens	NP_001138387.1
dd_Smed_v6_12998_0_3	3141	5.00E-76	FGFR2 BBDS BEK BFR-1 CD332 CEK3 CFD1 ECT1 JWS K-SAM KGFR TK14 TK25	fibroblast growth factor receptor 2	Homo sapiens	NP_001138387.1
