Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_65197_0_1	518	PLDB	1.00E-71	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_6534_0_2	1296	PLDB	5.00E-52	HPCAL1 BDR1 HLP2 VILIP-3	hippocalcin like 1	Homo sapiens
dd_Smed_v6_6577_0_1	6702	PLDB	4.00E-67	DST BP240 BPA BPAG1 CATX-15 CATX15 D6S1101 DMH DT EBSB2 HSAN6 MACF2	dystonin	Homo sapiens
dd_Smed_v6_6591_0_1	2749	PLDB	2.00E-111	TMEM63C C14orf171 CSC1 hsCSC1	transmembrane protein 63C	Homo sapiens
dd_Smed_v6_66106_0_1	577	PLDB	3.00E-11	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_6632_0_1	1968	PLDB	1.00E-41	CRHR1 CRF-R CRF-R-1 CRF-R1 CRF1 CRFR-1 CRFR1 CRH-R-1 CRH-R1 CRH-R1h CRHR CRHR1L CRHR1f	corticotropin releasing hormone receptor 1	Homo sapiens
dd_Smed_v6_6648_0_1	1110	PLDB	2.00E-54	CALU	calumenin	Homo sapiens
dd_Smed_v6_6719_0_1	4522	PLDB	2.00E-111	PLCG1 NCKAP3 PLC-II PLC1 PLC148 PLCgamma1	"phospholipase C, gamma 1"	Homo sapiens
dd_Smed_v6_672_0_1	656	PLDB	2.00E-47	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_6730_0_1	1900	PLDB	8.00E-136	SYT1 P65 SVP65 SYT	synaptotagmin 1	Homo sapiens
dd_Smed_v6_6746_0_1	2205	PLDB	2.00E-35	KAL1 ADMLX HH1 HHA KAL KALIG-1 KMS WFDC19	Kallmann syndrome 1 sequence	Homo sapiens
dd_Smed_v6_6780_0_1	1844	PLDB	2.00E-119	CBL C-CBL CBL2 FRA11B NSLL RNF55	Cbl proto-oncogene	Homo sapiens
dd_Smed_v6_6784_0_1	1842	PLDB	1.00E-23	LRP12 ST7	LDL receptor related protein 12	Homo sapiens
dd_Smed_v6_6801_0_1	1966	PLDB	8.00E-173	MAN1A2 MAN1B	mannosidase alpha class 1A member 2	Homo sapiens
dd_Smed_v6_6816_0_1	6461	PLDB	0	MYOF FER1L3	myoferlin	Homo sapiens
dd_Smed_v6_6816_0_2	6294	PLDB	0	DYSF FER1L1 LGMD2B MMD1	dysferlin	Homo sapiens
dd_Smed_v6_681_0_1	834	PLDB	4.00E-26	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_682_0_1	1101	PLDB	5.00E-42	SYP MRX96 MRXSYP	synaptophysin	Homo sapiens
dd_Smed_v6_6841_0_1	4710	PLDB	5.00E-136	USP32 NY-REN-60 USP10	ubiquitin specific peptidase 32	Homo sapiens
dd_Smed_v6_6841_0_2	4698	PLDB	1.00E-137	USP32 NY-REN-60 USP10	ubiquitin specific peptidase 32	Homo sapiens
dd_Smed_v6_68632_0_1	542	PLDB	8.00E-19	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_68728_0_1	214	PLDB	1.00E-16	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_6889_0_1	2077	PLDB	1.00E-37	MEF2A ADCAD1 RSRFC4 RSRFC9 mef2	myocyte enhancer factor 2A	Homo sapiens
dd_Smed_v6_6898_0_1	2592	PLDB	1.00E-71	ANK2 ANK-2 LQT4 brank-2	"ankyrin 2, neuronal"	Homo sapiens
dd_Smed_v6_6912_0_1	1406	PLDB	1.00E-27	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_6912_0_2	1251	PLDB	8.00E-28	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_6915_0_1	10418	PLDB	7.00E-61	HSPG2 HSPG PLC PRCAN SJA SJS SJS1	heparan sulfate proteoglycan 2	Homo sapiens
dd_Smed_v6_6920_0_1	1640	PLDB	1.00E-106	SYT1 P65 SVP65 SYT	synaptotagmin 1	Homo sapiens
dd_Smed_v6_6929_0_1	1680	PLDB	2.00E-17	JAG1 AGS AHD AWS CD339 HJ1 JAGL1	jagged 1	Homo sapiens
dd_Smed_v6_6967_0_1	2729	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_696_0_1	2911	PLDB	9.00E-26	CLCA4 CaCC CaCC2	chloride channel accessory 4	Homo sapiens
dd_Smed_v6_6976_0_1	3490	PLDB	0	PDE2A CGS-PDE PDE2A1 PED2A4 cGSPDE	phosphodiesterase 2A	Homo sapiens
dd_Smed_v6_6985_0_1	2433	PLDB	4.00E-37	CAPN5 ADNIV HTRA3 VRNI nCL-3	calpain 5	Homo sapiens
dd_Smed_v6_7010_0_1	742	PLDB	1.00E-32	VAMP7 SYBL1 TI-VAMP TIVAMP VAMP-7	vesicle associated membrane protein 7	Homo sapiens
dd_Smed_v6_7017_0_1	1954	PLDB	2.00E-149	LOC102724788	"proline dehydrogenase 1, mitochondrial"	Homo sapiens
dd_Smed_v6_7032_0_1	1959	PLDB	1.00E-151	MAN1B1 ERMAN1 MANA-ER MRT15	"mannosidase, alpha, class 1B, member 1"	Homo sapiens
dd_Smed_v6_7046_0_1	1343	PLDB	4.00E-105	MYLK AAT7 KRP MLCK MLCK1 MLCK108 MLCK210 MSTP083 MYLK1 smMLCK	myosin light chain kinase	Homo sapiens
dd_Smed_v6_7065_0_1	5440	PLDB	1.00E-54	EFCAB6 DJBP HSCBCIP1 dJ185D5.1	EF-hand calcium binding domain 6	Homo sapiens
dd_Smed_v6_7067_0_1	7594	PLDB	0	NOTCH2 AGS2 HJCYS hN2	notch 2	Homo sapiens
dd_Smed_v6_7111_0_1	2200	PLDB	0	STXBP1 MUNC18-1 NSEC1 P67 RBSEC1 UNC18	syntaxin binding protein 1	Homo sapiens
dd_Smed_v6_7121_0_1	1616	PLDB	1.00E-111	SLC24A5 JSX NCKX5 OCA6 SHEP4	solute carrier family 24 member 5	Homo sapiens
dd_Smed_v6_7126_0_1	4447	PLDB	0	ATP7A DSMAX MK MNK SMAX3	ATPase copper transporting alpha	Homo sapiens
dd_Smed_v6_7131_0_1	673	PLDB	1.00E-28	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_7139_0_1	2392	PLDB	0	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_7174_0_1	707	PLDB	6.00E-74	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_7176_0_2	1561	PLDB	2.00E-23	CDC25C CDC25 PPP1R60	cell division cycle 25C	Homo sapiens
dd_Smed_v6_7185_0_1	2476	PLDB	3.00E-134	KCNAB2 AKR6A5 HKvbeta2 HKvbeta2.1 HKvbeta2.2 KCNA2B KV-BETA-2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	Homo sapiens
dd_Smed_v6_7185_0_2	2459	PLDB	5.00E-169	KCNAB2 AKR6A5 HKvbeta2 HKvbeta2.1 HKvbeta2.2 KCNA2B KV-BETA-2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	Homo sapiens
dd_Smed_v6_7205_0_1	690	PLDB	3.00E-29	CIB2 DFNB48 KIP2 USH1J	calcium and integrin binding family member 2	Homo sapiens
dd_Smed_v6_7210_0_1	2495	PLDB	4.00E-144	FZD4 CD344 EVR1 FEVR FZD4S Fz-4 Fz4 FzE4 GPCR hFz4	frizzled class receptor 4	Homo sapiens
dd_Smed_v6_7222_0_1	547	PLDB	3.00E-36	CALML3 CLP	calmodulin like 3	Homo sapiens
dd_Smed_v6_7243_0_1	1717	PLDB	9.00E-78	SYT11 SYT12 sytXI	synaptotagmin 11	Homo sapiens
dd_Smed_v6_72695_0_1	592	PLDB	2.00E-55	ATP13A3 AFURS1	ATPase type 13A3	Homo sapiens
dd_Smed_v6_72713_0_1	665	PLDB	3.00E-13	PCDHGB1 PCDH-GAMMA-B1	"protocadherin gamma subfamily B, 1"	Homo sapiens
dd_Smed_v6_72728_0_1	288	PLDB	4.00E-16	BEST1 ARB BEST BMD RP50 TU15B VMD2	bestrophin 1	Homo sapiens
dd_Smed_v6_72757_0_1	291	PLDB	6.00E-27	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	actin gamma 1	Homo sapiens
dd_Smed_v6_7291_0_1	1537	PLDB	1.00E-21	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_7314_0_1	6037	PLDB	0	NALCN CanIon INNFD VGCNL1 bA430M15.1	"sodium leak channel, non-selective"	Homo sapiens
dd_Smed_v6_7322_0_1	2960	PLDB	0	NEDD4L NEDD4-2 NEDD4.2 RSP5 hNEDD4-2	"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"	Homo sapiens
dd_Smed_v6_7363_0_1	1913	PLDB	0	EDEM2 C20orf31 C20orf49 bA4204.1	ER degradation enhancing alpha-mannosidase like protein 2	Homo sapiens
dd_Smed_v6_7365_0_1	1959	PLDB	2.00E-114	LPCAT2 AYTL1 LysoPAFAT	lysophosphatidylcholine acyltransferase 2	Homo sapiens
dd_Smed_v6_7374_0_1	3482	PLDB	5.00E-81	DLG2 PPP1R58 PSD-93 PSD93 chapsyn-110	discs large homolog 2	Homo sapiens
dd_Smed_v6_73753_0_1	446	PLDB	3.00E-11	SLC37A4 G6PT1 G6PT2 G6PT3 GSD1b GSD1c GSD1d TRG-19 TRG19	"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	Homo sapiens
dd_Smed_v6_74244_0_1	351	PLDB	3.00E-72	FGG	fibrinogen gamma chain	Homo sapiens
dd_Smed_v6_745_0_1	2339	PLDB	0	ATP5B ATPMB ATPSB HEL-S-271	"ATP synthase, H  transporting, mitochondrial F1 complex, beta polypeptide"	Homo sapiens
dd_Smed_v6_7511_0_1	3340	PLDB	2.00E-155	MGEA5 MEA5 NCOAT OGA	meningioma expressed antigen 5 (hyaluronidase)	Homo sapiens
dd_Smed_v6_7521_0_1	1354	PLDB	4.00E-11	ZDHHC24	zinc finger DHHC-type containing 24	Homo sapiens
dd_Smed_v6_7527_0_1	5116	PLDB	3.00E-67	SEL1L3 Sel-1L3	SEL1L family member 3	Homo sapiens
dd_Smed_v6_7527_0_2	4869	PLDB	3.00E-67	SEL1L3 Sel-1L3	SEL1L family member 3	Homo sapiens
dd_Smed_v6_7545_0_1	1403	PLDB	2.00E-43	HMCN1 ARMD1 FBLN6 FIBL-6 FIBL6	hemicentin 1	Homo sapiens
dd_Smed_v6_7552_0_1	3627	PLDB	2.00E-56	PCDH9	protocadherin 9	Homo sapiens
dd_Smed_v6_7567_0_1	1302	PLDB	2.00E-53	CALU	calumenin	Homo sapiens
dd_Smed_v6_7567_0_2	1161	PLDB	5.00E-61	CALU	calumenin	Homo sapiens
dd_Smed_v6_758_1_1	2605	PLDB	0	HSP90B1 ECGP GP96 GRP94 HEL-S-125m HEL35 TRA1	heat shock protein 90kDa beta family member 1	Homo sapiens
dd_Smed_v6_759_0_1	1410	PLDB	1.00E-21	TPM1 C15orf13 CMD1Y CMH3 HTM-alpha LVNC9 TMSA	tropomyosin 1 (alpha)	Homo sapiens
dd_Smed_v6_7604_0_1	2508	PLDB	1.00E-42	CRACR2A EFCAB4B	calcium release activated channel regulator 2A	Homo sapiens
dd_Smed_v6_7609_0_1	3272	PLDB	2.00E-119	TRPC6 FSGS2 TRP6	transient receptor potential cation channel subfamily C member 6	Homo sapiens
dd_Smed_v6_762_0_1	1574	PLDB	3.00E-18	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_762_0_2	1217	PLDB	6.00E-25	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_762_0_3	1165	PLDB	5.00E-25	GLIPR2 C9orf19 GAPR-1 GAPR1	GLI pathogenesis related 2	Homo sapiens
dd_Smed_v6_7631_0_1	2894	PLDB	7.00E-24	EFCAB6 DJBP HSCBCIP1 dJ185D5.1	EF-hand calcium binding domain 6	Homo sapiens
dd_Smed_v6_7637_0_1	8248	PLDB	0	ITPR1 ACV CLA4 INSP3R1 IP3R IP3R1 PPP1R94 SCA15 SCA16 SCA29	"inositol 1,4,5-trisphosphate receptor type 1"	Homo sapiens
dd_Smed_v6_7637_0_2	8219	PLDB	0	ITPR1 ACV CLA4 INSP3R1 IP3R IP3R1 PPP1R94 SCA15 SCA16 SCA29	"inositol 1,4,5-trisphosphate receptor type 1"	Homo sapiens
dd_Smed_v6_7638_0_1	15054	PLDB	0	FAT1 CDHF7 CDHR8 FAT ME5 hFat1	FAT atypical cadherin 1	Homo sapiens
dd_Smed_v6_7651_0_1	236	PLDB	1.00E-09	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_7654_0_2	4702	PLDB	5.00E-48	GEMIN5 GEMIN-5	gem nuclear organelle associated protein 5	Homo sapiens
dd_Smed_v6_77115_0_1	206	PLDB	8.00E-24	SLC8A3 NCX3	"solute carrier family 8 (sodium/calcium exchanger), member 3"	Homo sapiens
dd_Smed_v6_7723_0_1	3412	PLDB	0	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_7723_0_2	3355	PLDB	0	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_7723_0_3	3297	PLDB	0	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_7723_0_4	3240	PLDB	0	CASK CAGH39 CAMGUK CMG FGS4 LIN2 MICPCH MRXSNA TNRC8	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	Homo sapiens
dd_Smed_v6_7729_0_1	1445	PLDB	7.00E-77	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7733_0_1	1712	PLDB	6.00E-52	CALCR CRT CT-R CTR CTR1	calcitonin receptor	Homo sapiens
dd_Smed_v6_774_0_1	1642	PLDB	9.00E-16	HERPUD1 HERP Mif1 SUP	"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"	Homo sapiens
dd_Smed_v6_7756_0_1	2472	PLDB	6.00E-63	STIM1 D11S4896E GOK IMD10 TAM	stromal interaction molecule 1	Homo sapiens
dd_Smed_v6_7773_0_1	1278	PLDB	8.00E-96	ACTR6 ARP6 HSPC281 MSTP136 hARP6 hARPX	ARP6 actin-related protein 6 homolog (yeast)	Homo sapiens
dd_Smed_v6_77832_0_1	329	PLDB	4.00E-16	GNAI2 GIP GNAI2B H_LUCA15.1 H_LUCA16.1	G protein subunit alpha i2	Homo sapiens
dd_Smed_v6_7784_0_1	3313	PLDB	2.00E-54	TRPM2 EREG1 KNP3 LTRPC2 NUDT9H NUDT9L1 TRPC7	"transient receptor potential cation channel, subfamily M, member 2"	Homo sapiens
dd_Smed_v6_7792_0_1	3779	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7792_0_2	3731	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7792_0_3	3540	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7792_0_4	3494	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7792_0_5	3492	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7792_0_6	3446	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_7807_0_1	4081	PLDB	4.00E-61	PCDH11X PCDH-X PCDH11 PCDHX PPP1R119	protocadherin 11 X-linked	Homo sapiens
dd_Smed_v6_7838_0_1	1332	PLDB	7.00E-108	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7858_0_1	2135	PLDB	0	CAMK2D CAMKD	calcium/calmodulin-dependent protein kinase II delta	Homo sapiens
dd_Smed_v6_7865_0_1	1542	PLDB	1.00E-86	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_7865_0_2	1455	PLDB	7.00E-81	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_79208_0_1	414	PLDB	1.00E-11	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_7957_0_1	1792	PLDB	5.00E-94	MPP7	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"	Homo sapiens
dd_Smed_v6_7964_0_1	3249	PLDB	0	ACTN2 CMD1AA	"actinin, alpha 2"	Homo sapiens
dd_Smed_v6_8010_0_1	2595	PLDB	0	PRKCE PKCE nPKC-epsilon	protein kinase C epsilon	Homo sapiens
dd_Smed_v6_8013_0_1	1659	PLDB	6.00E-164	SLC25A24 APC1 SCAMC-1	solute carrier family 25 member 24	Homo sapiens
dd_Smed_v6_801_0_1	1195	PLDB	3.00E-49	CALU	calumenin	Homo sapiens
dd_Smed_v6_8025_0_1	3154	PLDB	0	PIK3CA CLOVE CWS5 MCAP MCM MCMTC PI3K p110-alpha	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"	Homo sapiens
dd_Smed_v6_8032_0_1	1430	PLDB	1.00E-41	SYT12 SYT11 sytXII	synaptotagmin XII	Homo sapiens
dd_Smed_v6_8032_0_2	845	PLDB	2.00E-17	SYT12 SYT11 sytXII	synaptotagmin XII	Homo sapiens
dd_Smed_v6_803_0_1	975	PLDB	3.00E-57	MYL12B MLC-B MRLC2	myosin light chain 12B	Homo sapiens
dd_Smed_v6_8046_0_1	1748	PLDB	4.00E-32	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_8076_0_1	3211	PLDB	0	PDE2A CGS-PDE PDE2A1 PED2A4 cGSPDE	phosphodiesterase 2A	Homo sapiens
dd_Smed_v6_809_0_1	1021	PLDB	2.00E-37	SARAF FOAP-7 TMEM66 XTP3	store-operated calcium entry-associated regulatory factor	Homo sapiens
dd_Smed_v6_8134_0_1	1665	PLDB	1.00E-140	SLC25A23 APC2 MCSC2 SCaMC-3	solute carrier family 25 member 23	Homo sapiens
dd_Smed_v6_8183_0_1	1349	PLDB	5.00E-160	CDK5 PSSALRE	cyclin-dependent kinase 5	Homo sapiens
dd_Smed_v6_8187_0_1	2494	PLDB	3.00E-174	GRIN1 GluN1 MRD8 NMDA1 NMDAR1 NR1	"glutamate receptor, ionotropic, N-methyl D-aspartate 1"	Homo sapiens
dd_Smed_v6_8187_0_2	2450	PLDB	8.00E-175	GRIN1 GluN1 MRD8 NMDA1 NMDAR1 NR1	"glutamate receptor, ionotropic, N-methyl D-aspartate 1"	Homo sapiens
dd_Smed_v6_8198_0_1	2428	PLDB	0	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_8209_0_1	3900	PLDB	2.00E-80	EFCAB5	EF-hand calcium binding domain 5	Homo sapiens
dd_Smed_v6_8238_0_1	2724	PLDB	0	CUL5 VACM-1 VACM1	cullin 5	Homo sapiens
dd_Smed_v6_82535_0_1	293	PLDB	4.00E-45	GNAI1 Gi	G protein subunit alpha i1	Homo sapiens
dd_Smed_v6_8259_0_1	2266	PLDB	1.00E-128	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_8293_0_1	1697	PLDB	1.00E-49	DLG3 MRX MRX90 NEDLG PPP1R82 SAP102 XLMR	discs large homolog 3	Homo sapiens
dd_Smed_v6_8296_0_1	1676	PLDB	3.00E-56	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_829_0_1	644	PLDB	1.00E-23	CRISP2 CRISP-2 CT36 GAPDL5 TPX1 TSP1	cysteine rich secretory protein 2	Homo sapiens
dd_Smed_v6_8312_0_1	2320	PLDB	6.00E-35	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome	Homo sapiens
dd_Smed_v6_8349_0_1	2881	PLDB	5.00E-139	PLA2G6 CaI-PLA2 GVI INAD1 IPLA2-VIA NBIA2 NBIA2A NBIA2B PARK14 PLA2 PNPLA9 iPLA2 iPLA2beta	phospholipase A2 group VI	Homo sapiens
dd_Smed_v6_8386_0_1	2742	PLDB	6.00E-151	TRIM9 RNF91 SPRING	tripartite motif containing 9	Homo sapiens
dd_Smed_v6_8392_0_1	1846	PLDB	0	TPH1 TPRH TRPH	tryptophan hydroxylase 1	Homo sapiens
dd_Smed_v6_8396_0_1	1537	PLDB	1.00E-57	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_8396_0_2	1512	PLDB	1.00E-57	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_8396_0_3	1508	PLDB	1.00E-57	KCNN2 KCa2.2 SK2 SKCA2 SKCa 2 hSK2	potassium calcium-activated channel subfamily N member 2	Homo sapiens
dd_Smed_v6_839_0_1	1143	PLDB	8.00E-47	RPL6 L6 SHUJUN-2 TAXREB107 TXREB1	ribosomal protein L6	Homo sapiens
dd_Smed_v6_8406_0_1	2423	PLDB	2.00E-156	PCSK1 BMIQ12 NEC1 PC1 PC3 SPC3	proprotein convertase subtilisin/kexin type 1	Homo sapiens
dd_Smed_v6_8406_0_2	2380	PLDB	1.00E-156	PCSK1 BMIQ12 NEC1 PC1 PC3 SPC3	proprotein convertase subtilisin/kexin type 1	Homo sapiens
dd_Smed_v6_8406_0_3	2143	PLDB	9.00E-158	PCSK1 BMIQ12 NEC1 PC1 PC3 SPC3	proprotein convertase subtilisin/kexin type 1	Homo sapiens
dd_Smed_v6_840_0_1	4410	PLDB	2.00E-14	COL1A1 OI4	"collagen, type I, alpha 1"	Homo sapiens
dd_Smed_v6_8425_0_1	7019	PLDB	2.00E-35	CELSR1 CDHF9 FMI2 HFMI2 ME2	"cadherin, EGF LAG seven-pass G-type receptor 1"	Homo sapiens
dd_Smed_v6_8478_0_1	3076	PLDB	1.00E-72	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_8486_0_1	2496	PLDB	4.00E-57	CHRNA9 HSA243342 NACHRA9	cholinergic receptor nicotinic alpha 9 subunit	Homo sapiens
dd_Smed_v6_8493_0_1	3388	PLDB	2.00E-62	TRPM3 GON-2 LTRPC3 MLSN2	transient receptor potential cation channel subfamily M member 3	Homo sapiens
dd_Smed_v6_8502_0_1	4361	PLDB	6.00E-52	DICER1 DCR1 Dicer HERNA MNG1 RMSE2	"dicer 1, ribonuclease type III"	Homo sapiens
dd_Smed_v6_8543_0_1	3327	PLDB	1.00E-71	PCDH1 PC42 PCDH42	protocadherin 1	Homo sapiens
dd_Smed_v6_854_0_3	4718	PLDB	7.00E-82	MAGI3 MAGI-3 dJ730K3.2	"membrane associated guanylate kinase, WW and PDZ domain containing 3"	Homo sapiens
dd_Smed_v6_854_0_4	4701	PLDB	8.00E-82	MAGI3 MAGI-3 dJ730K3.2	"membrane associated guanylate kinase, WW and PDZ domain containing 3"	Homo sapiens
dd_Smed_v6_854_0_5	4472	PLDB	2.00E-103	RAB1B	"RAB1B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_854_0_6	4455	PLDB	2.00E-103	RAB1B	"RAB1B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_8555_0_1	707	PLDB	1.00E-28	CAV1 BSCL3 CGL3 LCCNS MSTP085 PPH3 VIP21	caveolin 1	Homo sapiens
dd_Smed_v6_8579_0_1	3331	PLDB	2.00E-16	NETO2 BTCL2 NEOT2	neuropilin and tolloid like 2	Homo sapiens
dd_Smed_v6_8613_0_1	4046	PLDB	0	EP300 KAT3B RSTS2 p300	E1A binding protein p300	Homo sapiens
dd_Smed_v6_8614_0_1	1188	PLDB	1.00E-100	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens
dd_Smed_v6_8753_0_1	944	PLDB	3.00E-24	CETN2 CALT CEN2	centrin 2	Homo sapiens
dd_Smed_v6_8753_0_2	896	PLDB	6.00E-27	CETN2 CALT CEN2	centrin 2	Homo sapiens
dd_Smed_v6_8774_0_1	947	PLDB	2.00E-42	ORAI2 C7orf19 CBCIP2 MEM142B TMEM142B	ORAI calcium release-activated calcium modulator 2	Homo sapiens
dd_Smed_v6_8779_0_1	4163	PLDB	0	PCSK5 PC5 PC6 PC6A SPC6	proprotein convertase subtilisin/kexin type 5	Homo sapiens
dd_Smed_v6_877_0_1	753	PLDB	1.00E-23	CAV1 BSCL3 CGL3 LCCNS MSTP085 PPH3 VIP21	caveolin 1	Homo sapiens
dd_Smed_v6_8785_0_1	1707	PLDB	1.00E-37	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_8816_0_1	3589	PLDB	0	GRIK2 EAA4 GLR6 GLUK6 GLUR6 GluK2 MRT6	glutamate ionotropic receptor kainate type subunit 2	Homo sapiens
dd_Smed_v6_88589_0_1	223	PLDB	1.00E-07	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_8873_0_1	2020	PLDB	7.00E-152	CPNE8	copine 8	Homo sapiens
dd_Smed_v6_8899_0_33	4271	PLDB	6.00E-139	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1 CaV1.2 LQT8 TS	calcium voltage-gated channel subunit alpha1 C	Homo sapiens
dd_Smed_v6_8899_0_34	4226	PLDB	5.00E-139	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1 CaV1.2 LQT8 TS	calcium voltage-gated channel subunit alpha1 C	Homo sapiens
dd_Smed_v6_89230_0_1	227	PLDB	8.00E-18	ACTG1 ACT ACTG BRWS2 DFNA20 DFNA26 HEL-176	"actin, gamma 1"	Homo sapiens
dd_Smed_v6_8926_0_1	5974	PLDB	1.00E-67	CACNA2D3 HSA272268	"calcium channel, voltage-dependent, alpha 2/delta subunit 3"	Homo sapiens
